"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CAL,"6/13/2021 7 a.m. PDT",3532,5304,1554,900,42,6598,600,2281
CAL,"6/13/2021 8 a.m. PDT",2942,9854,1376,664,42,5296,597,2279
CAL,"6/13/2021 9 a.m. PDT",2212,11796,892,654,42,5761,600,2281
CAL,"6/13/2021 10 a.m. PDT",1789,12921,844,617,42,5924,601,2282
CAL,"6/13/2021 11 a.m. PDT",1659,13371,712,625,42,5829,601,2280
CAL,"6/13/2021 12 p.m. PDT",1662,13542,984,643,42,6089,603,2280
CAL,"6/13/2021 1 p.m. PDT",2183,13540,1064,649,42,6756,610,2280
CAL,"6/13/2021 2 p.m. PDT",2290,13404,1372,654,42,7418,694,2280
CAL,"6/13/2021 3 p.m. PDT",2697,13096,1516,614,42,9527,721,2280
CAL,"6/13/2021 4 p.m. PDT",3023,12458,2024,620,42,11212,778,2280
CAL,"6/13/2021 5 p.m. PDT",3347,11419,2525,671,42,12491,936,2280
CAL,"6/13/2021 6 p.m. PDT",3665,9000,3270,787,42,13906,1099,2278
CAL,"6/13/2021 7 p.m. PDT",3663,3848,4653,836,42,16362,1209,2277
CAL,"6/13/2021 8 p.m. PDT",3612,289,5146,865,42,17418,1497,2278
CAL,"6/13/2021 9 p.m. PDT",3660,170,5070,1063,43,16484,1735,2279
CAL,"6/13/2021 10 p.m. PDT",3699,25,4339,1079,46,15483,1639,2277
CAL,"6/13/2021 11 p.m. PDT",3647,25,3479,858,46,14294,1352,2278
CAL,"6/14/2021 12 a.m. PDT",3817,25,2152,794,46,12605,1031,2278
CAL,"6/14/2021 1 a.m. PDT",3824,25,1525,985,46,11253,887,2278
CAL,"6/14/2021 2 a.m. PDT",4017,25,1445,733,46,11167,857,2279
CAL,"6/14/2021 3 a.m. PDT",3835,25,1453,706,46,10855,817,2278
CAL,"6/14/2021 4 a.m. PDT",3412,25,1152,705,46,11249,777,2277
CAL,"6/14/2021 5 a.m. PDT",2908,24,1276,705,46,12073,802,2277
CAL,"6/14/2021 6 a.m. PDT",2255,549,1770,845,46,12285,808,2276
CAL,"6/14/2021 7 a.m. PDT",1775,5265,1693,843,46,11713,831,2276
CAL,"6/14/2021 8 a.m. PDT",1781,9662,802,685,46,11252,819,2276
CAL,"6/14/2021 9 a.m. PDT",1471,11372,614,680,46,11665,769,2279
CAL,"6/14/2021 10 a.m. PDT",1139,12310,591,679,46,12389,719,2277
CAL,"6/14/2021 11 a.m. PDT",1091,12113,654,675,46,12270,718,2277
CAL,"6/14/2021 12 p.m. PDT",1236,13127,645,697,46,14036,841,2279
CAL,"6/14/2021 1 p.m. PDT",1649,12984,1063,716,46,14108,856,2278
CAL,"6/14/2021 2 p.m. PDT",2044,12592,1650,775,47,15498,952,2278
CAL,"6/14/2021 3 p.m. PDT",2728,12438,2043,809,47,16345,994,2278
CAL,"6/14/2021 4 p.m. PDT",3534,11058,2970,808,47,16388,1038,2279
CAL,"6/14/2021 5 p.m. PDT",4040,10103,3120,822,47,17033,1270,2278
CAL,"6/14/2021 6 p.m. PDT",3952,7709,3328,916,47,19005,1543,2278
CAL,"6/14/2021 7 p.m. PDT",4108,3249,4616,1193,46,20574,1780,2277
CAL,"6/14/2021 8 p.m. PDT",4180,214,4470,1164,47,21504,1820,2277
CAL,"6/14/2021 9 p.m. PDT",4048,71,4107,939,46,20779,1817,2279
CAL,"6/14/2021 10 p.m. PDT",3782,68,3050,934,46,18341,1817,2277
CAL,"6/14/2021 11 p.m. PDT",3928,68,2338,876,46,16062,1757,2280
CAL,"6/15/2021 12 a.m. PDT",3558,25,1738,845,46,13749,1485,2277
CAL,"6/15/2021 1 a.m. PDT",3197,25,1481,980,46,12452,1212,2279
CAL,"6/15/2021 2 a.m. PDT",3388,25,1324,743,46,11611,1215,2279
CAL,"6/15/2021 3 a.m. PDT",3508,25,1019,704,46,11421,1056,2276
CAL,"6/15/2021 4 a.m. PDT",3552,25,1025,709,46,10961,953,2276
CAL,"6/15/2021 5 a.m. PDT",3314,24,866,789,46,11534,944,2277
CAL,"6/15/2021 6 a.m. PDT",3184,313,1243,750,46,11354,926,2278
CAL,"6/15/2021 7 a.m. PDT",2391,3906,1081,759,46,11279,916,2277
CAL,"6/15/2021 8 a.m. PDT",2073,8053,945,759,46,10879,946,2276
CAL,"6/15/2021 9 a.m. PDT",1569,10582,255,696,46,11885,902,2277
CAL,"6/15/2021 10 a.m. PDT",1539,11396,241,685,46,12773,892,2278
CAL,"6/15/2021 11 a.m. PDT",1155,12088,297,682,46,13803,870,2275
CAL,"6/15/2021 12 p.m. PDT",1129,12351,622,699,47,14701,917,2278
CAL,"6/15/2021 1 p.m. PDT",1482,13121,787,738,46,15025,1214,2278
CAL,"6/15/2021 2 p.m. PDT",1509,12742,1341,777,46,16680,1539,2275
CAL,"6/15/2021 3 p.m. PDT",1874,11976,2561,795,47,17479,1740,2277
CAL,"6/15/2021 4 p.m. PDT",2106,10798,3482,795,47,19576,1748,2279
CAL,"6/15/2021 5 p.m. PDT",2331,7456,4113,826,47,21892,1780,2279
CAL,"6/15/2021 6 p.m. PDT",2395,5690,4371,923,47,23249,1818,2278
CAL,"6/15/2021 7 p.m. PDT",2374,3098,4457,923,46,24307,1819,2279
CAL,"6/15/2021 8 p.m. PDT",2916,757,4924,960,46,24632,1821,2278
CAL,"6/15/2021 9 p.m. PDT",2902,221,3926,1145,46,23490,1820,2278
CAL,"6/15/2021 10 p.m. PDT",2931,19,3323,900,46,20499,1817,2277
CAL,"6/15/2021 11 p.m. PDT",2454,20,2750,820,46,19128,1818,2278
CAL,"6/16/2021 12 a.m. PDT",2154,20,2137,813,46,17875,1815,2277
CAL,"6/16/2021 1 a.m. PDT",2073,26,1620,773,46,15944,1815,2280
CAL,"6/16/2021 2 a.m. PDT",1938,26,1370,743,46,14805,1778,2280
CAL,"6/16/2021 3 a.m. PDT",1911,26,1388,695,46,13804,1615,2279
CAL,"6/16/2021 4 a.m. PDT",1745,26,1327,693,46,13644,1347,2279
CAL,"6/16/2021 5 a.m. PDT",1120,24,1467,757,46,14586,1180,2279
CAL,"6/16/2021 6 a.m. PDT",650,310,1660,818,46,15448,1406,2278
CAL,"6/16/2021 7 a.m. PDT",785,3019,1486,829,46,15110,1674,2278
CAL,"6/16/2021 8 a.m. PDT",565,7433,582,723,46,15511,1759,2278
CAL,"6/16/2021 9 a.m. PDT",658,9029,309,671,46,15430,1586,2280
CAL,"6/16/2021 10 a.m. PDT",538,10962,235,684,46,16418,1293,2279
CAL,"6/16/2021 11 a.m. PDT",650,11728,467,683,46,17024,1045,2279
CAL,"6/16/2021 12 p.m. PDT",871,12176,544,700,47,18940,1062,2279
CAL,"6/16/2021 1 p.m. PDT",1158,11804,983,782,47,20082,1329,2280
CAL,"6/16/2021 2 p.m. PDT",1275,11558,1917,806,47,21019,1602,2280
CAL,"6/16/2021 3 p.m. PDT",1462,11135,2458,807,46,23011,1801,2280
CAL,"6/16/2021 4 p.m. PDT",1790,10018,3170,813,46,23437,1815,2279
CAL,"6/16/2021 5 p.m. PDT",2171,8501,3911,1084,46,23698,1817,2281
CAL,"6/16/2021 6 p.m. PDT",2273,6083,4383,933,46,25611,1816,2280
CAL,"6/16/2021 7 p.m. PDT",2312,2208,4886,1422,47,25978,1815,2281
CAL,"6/16/2021 8 p.m. PDT",2383,228,5024,1412,46,26103,1816,2278
CAL,"6/16/2021 9 p.m. PDT",2776,49,4336,928,46,25058,1813,2277
CAL,"6/16/2021 10 p.m. PDT",2976,49,3280,826,46,22673,1814,2276
CAL,"6/16/2021 11 p.m. PDT",2978,18,2122,817,46,20086,1813,2279
CAL,"6/17/2021 12 a.m. PDT",2629,24,1611,779,46,18237,1727,2279
