Datetime,Solar generation (MWh)
03/28/2020 07H,6
03/28/2020 08H,6
03/28/2020 09H,5
03/28/2020 10H,4
03/28/2020 11H,5
03/28/2020 12H,4
03/28/2020 13H,5
03/28/2020 14H,534
03/28/2020 15H,4422
03/28/2020 16H,8304
03/28/2020 17H,9279
03/28/2020 18H,9258
03/28/2020 19H,9145
03/28/2020 20H,8901
03/28/2020 21H,9333
03/28/2020 22H,9149
03/28/2020 23H,7427
03/29/2020 00H,6042
03/29/2020 01H,2353
03/29/2020 02H,131
03/29/2020 03H,32
03/29/2020 04H,7
03/29/2020 05H,8
03/29/2020 06H,8
03/29/2020 07H,8
03/29/2020 08H,8
03/29/2020 09H,7
03/29/2020 10H,4
03/29/2020 11H,4
03/29/2020 12H,5
03/29/2020 13H,4
03/29/2020 14H,553
03/29/2020 15H,4549
03/29/2020 16H,7369
03/29/2020 17H,7489
03/29/2020 18H,7283
03/29/2020 19H,7253
03/29/2020 20H,7377
03/29/2020 21H,7756
03/29/2020 22H,7127
03/29/2020 23H,6138
03/30/2020 00H,5485
03/30/2020 01H,3609
03/30/2020 02H,367
03/30/2020 03H,7
03/30/2020 04H,7
03/30/2020 05H,7
03/30/2020 06H,6
03/30/2020 07H,7
03/30/2020 08H,6
03/30/2020 09H,6
03/30/2020 10H,6
03/30/2020 11H,6
03/30/2020 12H,5
03/30/2020 13H,4
03/30/2020 14H,709
03/30/2020 15H,5751
03/30/2020 16H,9825
03/30/2020 17H,11025
03/30/2020 18H,11094
03/30/2020 19H,10584
03/30/2020 20H,9741
03/30/2020 21H,10528
03/30/2020 22H,9337
03/30/2020 23H,8338
03/31/2020 00H,7889
03/31/2020 01H,4855
03/31/2020 02H,526
03/31/2020 03H,-1
03/31/2020 04H,-1
03/31/2020 05H,-2
03/31/2020 06H,-2
03/31/2020 07H,-2
03/31/2020 08H,8
03/31/2020 09H,8
03/31/2020 10H,6
03/31/2020 11H,6
03/31/2020 12H,5
03/31/2020 13H,4
03/31/2020 14H,446
03/31/2020 15H,4031
03/31/2020 16H,7561
03/31/2020 17H,8990
03/31/2020 18H,9862
03/31/2020 19H,10040
03/31/2020 20H,10128
03/31/2020 21H,12112
03/31/2020 22H,9518
03/31/2020 23H,7417
04/1/2020 00H,6526
04/1/2020 01H,3447
04/1/2020 02H,264
04/1/2020 03H,64
04/1/2020 04H,16
04/1/2020 05H,15
04/1/2020 06H,15
04/1/2020 07H,17
04/1/2020 08H,7
04/1/2020 09H,7
04/1/2020 10H,5
04/1/2020 11H,3
04/1/2020 12H,4
04/1/2020 13H,4
04/1/2020 14H,537
04/1/2020 15H,5369
04/1/2020 16H,9249
04/1/2020 17H,9745
04/1/2020 18H,8828
04/1/2020 19H,8435
04/1/2020 20H,8429
04/1/2020 21H,6618
04/1/2020 22H,7907
04/1/2020 23H,7805
04/2/2020 00H,7219
04/2/2020 01H,4350
04/2/2020 02H,403
04/2/2020 03H,205
04/2/2020 04H,5
04/2/2020 05H,5
04/2/2020 06H,5
04/2/2020 07H,5
04/2/2020 08H,5
04/2/2020 09H,5
04/2/2020 10H,5
04/2/2020 11H,4
04/2/2020 12H,4
04/2/2020 13H,4
04/2/2020 14H,899
04/2/2020 15H,6347
04/2/2020 16H,8538
04/2/2020 17H,8698
04/2/2020 18H,9485
04/2/2020 19H,9737
04/2/2020 20H,10031
04/2/2020 21H,9596
04/2/2020 22H,9509
04/2/2020 23H,8256
04/3/2020 00H,7381
04/3/2020 01H,4903
04/3/2020 02H,420
04/3/2020 03H,206
04/3/2020 04H,5
04/3/2020 05H,5
04/3/2020 06H,5
04/3/2020 07H,5
04/3/2020 08H,5
04/3/2020 09H,5
04/3/2020 10H,4
04/3/2020 11H,3
04/3/2020 12H,3
04/3/2020 13H,4
04/3/2020 14H,985
04/3/2020 15H,6343
04/3/2020 16H,9611
04/3/2020 17H,10362
04/3/2020 18H,10270
04/3/2020 19H,9722
04/3/2020 20H,9238
04/3/2020 21H,9004
04/3/2020 22H,8816
04/3/2020 23H,8150
04/4/2020 00H,7498
04/4/2020 01H,4886
04/4/2020 02H,364
04/4/2020 03H,159
04/4/2020 04H,5
04/4/2020 05H,5
04/4/2020 06H,5
04/4/2020 07H,6
04/4/2020 08H,5
04/4/2020 09H,5
04/4/2020 10H,3
04/4/2020 11H,3
04/4/2020 12H,3
04/4/2020 13H,3
04/4/2020 14H,987
04/4/2020 15H,6703
04/4/2020 16H,10085
04/4/2020 17H,10648
04/4/2020 18H,10258
04/4/2020 19H,9864
04/4/2020 20H,9263
04/4/2020 21H,8271
04/4/2020 22H,8232
04/4/2020 23H,8667
04/5/2020 00H,7032
04/5/2020 01H,4166
04/5/2020 02H,327
04/5/2020 03H,160
04/5/2020 04H,6
04/5/2020 05H,6
04/5/2020 06H,6
04/5/2020 07H,6
04/5/2020 08H,5
04/5/2020 09H,4
04/5/2020 10H,4
04/5/2020 11H,4
04/5/2020 12H,4
04/5/2020 13H,4
04/5/2020 14H,669
04/5/2020 15H,3578
04/5/2020 16H,5530
04/5/2020 17H,6065
04/5/2020 18H,7325
04/5/2020 19H,6954
04/5/2020 20H,7440
04/5/2020 21H,7037
04/5/2020 22H,6520
04/5/2020 23H,5583
04/6/2020 00H,3629
04/6/2020 01H,1473
04/6/2020 02H,115
04/6/2020 03H,68
04/6/2020 04H,5
04/6/2020 05H,5
04/6/2020 06H,5
04/6/2020 07H,5
04/6/2020 08H,3
04/6/2020 09H,3
04/6/2020 10H,3
04/6/2020 11H,3
04/6/2020 12H,3
04/6/2020 13H,3
04/6/2020 14H,524
04/6/2020 15H,2887
04/6/2020 16H,4079
04/6/2020 17H,5508
04/6/2020 18H,6443
04/6/2020 19H,7292
04/6/2020 20H,7333
04/6/2020 21H,7776
04/6/2020 22H,7404
04/6/2020 23H,6956
04/7/2020 00H,5725
04/7/2020 01H,3450
04/7/2020 02H,364
04/7/2020 03H,164
04/7/2020 04H,16
04/7/2020 05H,16
04/7/2020 06H,16
04/7/2020 07H,16
04/7/2020 08H,11
04/7/2020 09H,3
04/7/2020 10H,3
04/7/2020 11H,3
04/7/2020 12H,3
04/7/2020 13H,4
04/7/2020 14H,755
04/7/2020 15H,4024
04/7/2020 16H,6629
04/7/2020 17H,8759
04/7/2020 18H,8265
04/7/2020 19H,9122
04/7/2020 20H,8055
04/7/2020 21H,6309
04/7/2020 22H,6912
04/7/2020 23H,5618
04/8/2020 00H,3904
04/8/2020 01H,1744
04/8/2020 02H,138
04/8/2020 03H,59
04/8/2020 04H,6
04/8/2020 05H,6
04/8/2020 06H,6
04/8/2020 07H,6
04/8/2020 08H,6
04/8/2020 09H,6
04/8/2020 10H,6
04/8/2020 11H,4
04/8/2020 12H,5
04/8/2020 13H,5
04/8/2020 14H,453
04/8/2020 15H,1624
04/8/2020 16H,2785
04/8/2020 17H,3815
04/8/2020 18H,5207
04/8/2020 19H,5462
04/8/2020 20H,5347
04/8/2020 21H,5488
04/8/2020 22H,4954
04/8/2020 23H,3872
04/9/2020 00H,2814
04/9/2020 01H,1171
04/9/2020 02H,97
04/9/2020 03H,28
04/9/2020 04H,4
04/9/2020 05H,4
04/9/2020 06H,4
04/9/2020 07H,3
04/9/2020 08H,3
04/9/2020 09H,4
04/9/2020 10H,4
04/9/2020 11H,4
04/9/2020 12H,4
04/9/2020 13H,4
04/9/2020 14H,629
04/9/2020 15H,2143
04/9/2020 16H,3077
04/9/2020 17H,4258
04/9/2020 18H,5564
04/9/2020 19H,6590
04/9/2020 20H,6204
04/9/2020 21H,5609
04/9/2020 22H,5029
04/9/2020 23H,4272
04/10/2020 00H,3875
04/10/2020 01H,1653
04/10/2020 02H,210
04/10/2020 03H,4
04/10/2020 04H,5
04/10/2020 05H,5
04/10/2020 06H,5
04/10/2020 07H,4
04/10/2020 08H,7
04/10/2020 09H,7
04/10/2020 10H,5
04/10/2020 11H,5
04/10/2020 12H,5
04/10/2020 13H,5
04/10/2020 14H,427
04/10/2020 15H,2602
04/10/2020 16H,4270
04/10/2020 17H,5482
04/10/2020 18H,6536
04/10/2020 19H,6958
04/10/2020 20H,7202
04/10/2020 21H,6951
04/10/2020 22H,5859
04/10/2020 23H,5167
04/11/2020 00H,3574
04/11/2020 01H,2247
04/11/2020 02H,211
04/11/2020 03H,111
04/11/2020 04H,4
04/11/2020 05H,4
04/11/2020 06H,4
04/11/2020 07H,7
04/11/2020 08H,7
04/11/2020 09H,6
04/11/2020 10H,6
04/11/2020 11H,5
04/11/2020 12H,5
04/11/2020 13H,5
04/11/2020 14H,1011
04/11/2020 15H,5109
04/11/2020 16H,7478
04/11/2020 17H,7702
04/11/2020 18H,8568
04/11/2020 19H,9370
04/11/2020 20H,9680
04/11/2020 21H,8499
04/11/2020 22H,7611
04/11/2020 23H,7523
04/12/2020 00H,6607
04/12/2020 01H,4968
04/12/2020 02H,604
04/12/2020 03H,348
04/12/2020 04H,5
04/12/2020 05H,5
04/12/2020 06H,5
04/12/2020 07H,5
04/12/2020 08H,5
04/12/2020 09H,5
04/12/2020 10H,5
04/12/2020 11H,5
04/12/2020 12H,5
04/12/2020 13H,5
04/12/2020 14H,1420
04/12/2020 15H,6257
04/12/2020 16H,8537
04/12/2020 17H,8561
04/12/2020 18H,9923
04/12/2020 19H,8960
04/12/2020 20H,9400
04/12/2020 21H,8877
04/12/2020 22H,8833
04/12/2020 23H,8596
04/13/2020 00H,7478
04/13/2020 01H,4159
04/13/2020 02H,474
04/13/2020 03H,291
04/13/2020 04H,7
04/13/2020 05H,7
04/13/2020 06H,7
04/13/2020 07H,6
04/13/2020 08H,6
04/13/2020 09H,4
04/13/2020 10H,4
04/13/2020 11H,4
04/13/2020 12H,5
04/13/2020 13H,5
04/13/2020 14H,1495
04/13/2020 15H,5977
04/13/2020 16H,9033
04/13/2020 17H,10299
04/13/2020 18H,10470
04/13/2020 19H,10700
04/13/2020 20H,11605
04/13/2020 21H,11494
04/13/2020 22H,11205
04/13/2020 23H,10108
04/14/2020 00H,9070
04/14/2020 01H,5245
04/14/2020 02H,631
04/14/2020 03H,388
04/14/2020 04H,28
04/14/2020 05H,28
04/14/2020 06H,28
04/14/2020 07H,28
04/14/2020 08H,8
04/14/2020 09H,6
04/14/2020 10H,6
04/14/2020 11H,5
04/14/2020 12H,5
04/14/2020 13H,5
04/14/2020 14H,1853
04/14/2020 15H,7609
04/14/2020 16H,10213
04/14/2020 17H,10523
04/14/2020 18H,10085
04/14/2020 19H,10131
04/14/2020 20H,10885
04/14/2020 21H,10524
04/14/2020 22H,10848
04/14/2020 23H,10200
04/15/2020 00H,8815
04/15/2020 01H,5952
04/15/2020 02H,747
04/15/2020 03H,25
04/15/2020 04H,5
04/15/2020 05H,4
04/15/2020 06H,3
04/15/2020 07H,3
04/15/2020 08H,5
04/15/2020 09H,5
04/15/2020 10H,5
04/15/2020 11H,5
04/15/2020 12H,5
04/15/2020 13H,5
04/15/2020 14H,2140
04/15/2020 15H,8054
04/15/2020 16H,10825
04/15/2020 17H,11644
04/15/2020 18H,11263
04/15/2020 19H,11276
04/15/2020 20H,10987
04/15/2020 21H,10698
04/15/2020 22H,10180
04/15/2020 23H,9551
04/16/2020 00H,8286
04/16/2020 01H,5906
04/16/2020 02H,687
04/16/2020 03H,442
04/16/2020 04H,32
04/16/2020 05H,31
04/16/2020 06H,30
04/16/2020 07H,32
04/16/2020 08H,33
04/16/2020 09H,33
04/16/2020 10H,32
04/16/2020 11H,32
04/16/2020 12H,23
04/16/2020 13H,5
04/16/2020 14H,2161
04/16/2020 15H,8064
04/16/2020 16H,9293
04/16/2020 17H,9997
04/16/2020 18H,10142
04/16/2020 19H,9693
04/16/2020 20H,9128
04/16/2020 21H,8948
04/16/2020 22H,8930
04/16/2020 23H,8151
04/17/2020 00H,7152
04/17/2020 01H,5062
04/17/2020 02H,580
04/17/2020 03H,4
04/17/2020 04H,1
04/17/2020 05H,2
04/17/2020 06H,0
04/17/2020 07H,1
04/17/2020 08H,1
04/17/2020 09H,1
04/17/2020 10H,-1
04/17/2020 11H,-3
04/17/2020 12H,-2
04/17/2020 13H,-1
04/17/2020 14H,1094
04/17/2020 15H,3767
04/17/2020 16H,5606
04/17/2020 17H,7475
04/17/2020 18H,8721
04/17/2020 19H,8699
04/17/2020 20H,9528
04/17/2020 21H,8740
04/17/2020 22H,9428
04/17/2020 23H,8119
04/18/2020 00H,7098
04/18/2020 01H,3641
04/18/2020 02H,570
04/18/2020 03H,327
04/18/2020 04H,18
04/18/2020 05H,19
04/18/2020 06H,19
04/18/2020 07H,18
04/18/2020 08H,21
04/18/2020 09H,21
04/18/2020 10H,21
04/18/2020 11H,19
04/18/2020 12H,20
04/18/2020 13H,21
04/18/2020 14H,1500
04/18/2020 15H,4797
04/18/2020 16H,6602
04/18/2020 17H,8650
04/18/2020 18H,9652
04/18/2020 19H,9807
04/18/2020 20H,9713
04/18/2020 21H,8828
04/18/2020 22H,8570
04/18/2020 23H,8849
04/19/2020 00H,7991
04/19/2020 01H,4853
04/19/2020 02H,842
04/19/2020 03H,544
04/19/2020 04H,5
04/19/2020 05H,5
04/19/2020 06H,5
04/19/2020 07H,5
04/19/2020 08H,4
04/19/2020 09H,4
04/19/2020 10H,4
04/19/2020 11H,4
04/19/2020 12H,4
04/19/2020 13H,4
04/19/2020 14H,2125
04/19/2020 15H,6831
04/19/2020 16H,7769
04/19/2020 17H,9059
04/19/2020 18H,9675
04/19/2020 19H,9204
04/19/2020 20H,9058
04/19/2020 21H,7882
04/19/2020 22H,7453
04/19/2020 23H,7135
04/20/2020 00H,6261
04/20/2020 01H,4927
04/20/2020 02H,732
04/20/2020 03H,486
04/20/2020 04H,12
04/20/2020 05H,12
04/20/2020 06H,12
04/20/2020 07H,12
04/20/2020 08H,11
04/20/2020 09H,11
04/20/2020 10H,11
04/20/2020 11H,11
04/20/2020 12H,11
04/20/2020 13H,11
04/20/2020 14H,1963
04/20/2020 15H,5532
04/20/2020 16H,6244
04/20/2020 17H,7555
04/20/2020 18H,9292
04/20/2020 19H,8978
04/20/2020 20H,7940
04/20/2020 21H,7567
04/20/2020 22H,6997
04/20/2020 23H,8365
04/21/2020 00H,6973
04/21/2020 01H,4239
04/21/2020 02H,557
04/21/2020 03H,351
04/21/2020 04H,29
04/21/2020 05H,29
04/21/2020 06H,15
04/21/2020 07H,8
04/21/2020 08H,6
04/21/2020 09H,6
04/21/2020 10H,4
04/21/2020 11H,4
04/21/2020 12H,4
04/21/2020 13H,4
04/21/2020 14H,2163
04/21/2020 15H,7122
04/21/2020 16H,8908
04/21/2020 17H,8878
04/21/2020 18H,9006
04/21/2020 19H,8610
04/21/2020 20H,9273
04/21/2020 21H,9576
04/21/2020 22H,9604
04/21/2020 23H,9670
04/22/2020 00H,8800
04/22/2020 01H,5829
04/22/2020 02H,932
04/22/2020 03H,87
04/22/2020 04H,80
04/22/2020 05H,24
04/22/2020 06H,24
04/22/2020 07H,24
04/22/2020 08H,23
04/22/2020 09H,23
04/22/2020 10H,23
04/22/2020 11H,23
04/22/2020 12H,23
04/22/2020 13H,23
04/22/2020 14H,2543
04/22/2020 15H,8117
04/22/2020 16H,9467
04/22/2020 17H,10598
04/22/2020 18H,10556
04/22/2020 19H,11144
04/22/2020 20H,11365
04/22/2020 21H,11585
04/22/2020 22H,10250
04/22/2020 23H,9987
04/23/2020 00H,9445
04/23/2020 01H,6167
04/23/2020 02H,1056
04/23/2020 03H,762
04/23/2020 04H,6
04/23/2020 05H,6
04/23/2020 06H,5
04/23/2020 07H,5
04/23/2020 08H,4
04/23/2020 09H,4
04/23/2020 10H,4
04/23/2020 11H,4
04/23/2020 12H,4
04/23/2020 13H,4
04/23/2020 14H,2672
04/23/2020 15H,7956
04/23/2020 16H,10371
04/23/2020 17H,10855
04/23/2020 18H,10972
04/23/2020 19H,11679
04/23/2020 20H,11913
04/23/2020 21H,12182
04/23/2020 22H,11864
04/23/2020 23H,11227
04/24/2020 00H,9960
04/24/2020 01H,7133
04/24/2020 02H,928
04/24/2020 03H,627
04/24/2020 04H,8
04/24/2020 05H,9
04/24/2020 06H,8
04/24/2020 07H,8
04/24/2020 08H,6
04/24/2020 09H,6
04/24/2020 10H,6
04/24/2020 11H,5
04/24/2020 12H,5
04/24/2020 13H,5
04/24/2020 14H,2756
04/24/2020 15H,8321
04/24/2020 16H,10856
04/24/2020 17H,11927
04/24/2020 18H,12354
04/24/2020 19H,12375
04/24/2020 20H,12433
04/24/2020 21H,12380
04/24/2020 22H,11470
04/24/2020 23H,10691
04/25/2020 00H,10215
04/25/2020 01H,6394
04/25/2020 02H,1085
04/25/2020 03H,742
04/25/2020 04H,36
04/25/2020 05H,19
04/25/2020 06H,8
04/25/2020 07H,8
04/25/2020 08H,6
04/25/2020 09H,6
04/25/2020 10H,4
04/25/2020 11H,4
04/25/2020 12H,4
04/25/2020 13H,-5
04/25/2020 14H,2633
04/25/2020 15H,8462
04/25/2020 16H,10660
04/25/2020 17H,11675
04/25/2020 18H,11913
04/25/2020 19H,12130
04/25/2020 20H,12353
04/25/2020 21H,12282
04/25/2020 22H,11974
04/25/2020 23H,11076
04/26/2020 00H,9742
04/26/2020 01H,5683
04/26/2020 02H,900
04/26/2020 03H,14
04/26/2020 04H,7
04/26/2020 05H,12
04/26/2020 06H,12
04/26/2020 07H,11
04/26/2020 08H,9
04/26/2020 09H,9
04/26/2020 10H,7
04/26/2020 11H,7
04/26/2020 12H,9
04/26/2020 13H,-1
04/26/2020 14H,2075
04/26/2020 15H,6808
04/26/2020 16H,8872
04/26/2020 17H,10074
04/26/2020 18H,10656
04/26/2020 19H,11492
04/26/2020 20H,11254
04/26/2020 21H,11710
04/26/2020 22H,11000
04/26/2020 23H,10016
04/27/2020 00H,7674
04/27/2020 01H,4540
04/27/2020 02H,980
04/27/2020 03H,719
04/27/2020 04H,12
04/27/2020 05H,7
04/27/2020 06H,6
04/27/2020 07H,7
04/27/2020 08H,5
04/27/2020 09H,7
04/27/2020 10H,7
04/27/2020 11H,8
04/27/2020 12H,7
04/27/2020 13H,-2
04/27/2020 14H,2935
04/27/2020 15H,8479
04/27/2020 16H,9167
04/27/2020 17H,10008
04/27/2020 18H,10504
04/27/2020 19H,11253
04/27/2020 20H,11379
04/27/2020 21H,11861
04/27/2020 22H,11983
04/27/2020 23H,10711
04/28/2020 00H,9277
04/28/2020 01H,5082
04/28/2020 02H,1139
04/28/2020 03H,818
04/28/2020 04H,5
04/28/2020 05H,5
04/28/2020 06H,5
04/28/2020 07H,5
04/28/2020 08H,4
04/28/2020 09H,3
04/28/2020 10H,4
04/28/2020 11H,4
04/28/2020 12H,4
04/28/2020 13H,-6
04/28/2020 14H,3002
04/28/2020 15H,8390
04/28/2020 16H,10590
04/28/2020 17H,11629
04/28/2020 18H,12119
04/28/2020 19H,12142
04/28/2020 20H,12194
04/28/2020 21H,12132
04/28/2020 22H,11813
04/28/2020 23H,10986
04/29/2020 00H,9737
04/29/2020 01H,6259
04/29/2020 02H,1337
04/29/2020 03H,63
04/29/2020 04H,50
04/29/2020 05H,13
04/29/2020 06H,13
04/29/2020 07H,8
04/29/2020 08H,10
04/29/2020 09H,12
04/29/2020 10H,12
04/29/2020 11H,12
04/29/2020 12H,11
04/29/2020 13H,10
04/29/2020 14H,3044
04/29/2020 15H,7730
04/29/2020 16H,9656
04/29/2020 17H,10876
04/29/2020 18H,11490
04/29/2020 19H,11744
04/29/2020 20H,11252
04/29/2020 21H,10619
04/29/2020 22H,9823
04/29/2020 23H,6551
04/30/2020 00H,5660
04/30/2020 01H,3242
04/30/2020 02H,639
04/30/2020 03H,384
04/30/2020 04H,28
04/30/2020 05H,28
04/30/2020 06H,28
04/30/2020 07H,28
04/30/2020 08H,24
04/30/2020 09H,22
04/30/2020 10H,24
04/30/2020 11H,20
04/30/2020 12H,20
04/30/2020 13H,16
04/30/2020 14H,1900
04/30/2020 15H,6080
04/30/2020 16H,7826
04/30/2020 17H,8162
04/30/2020 18H,7809
04/30/2020 19H,7963
04/30/2020 20H,9705
04/30/2020 21H,9849
04/30/2020 22H,10240
04/30/2020 23H,10801
05/1/2020 00H,8985
05/1/2020 01H,5872
05/1/2020 02H,1133
05/1/2020 03H,877
05/1/2020 04H,2
05/1/2020 05H,2
05/1/2020 06H,2
05/1/2020 07H,1
05/1/2020 08H,354
05/1/2020 09H,333
05/1/2020 10H,338
05/1/2020 11H,315
05/1/2020 12H,311
05/1/2020 13H,328
05/1/2020 14H,3771
05/1/2020 15H,8034
05/1/2020 16H,10266
05/1/2020 17H,10275
05/1/2020 18H,9585
05/1/2020 19H,9841
05/1/2020 20H,10053
05/1/2020 21H,10613
05/1/2020 22H,10952
05/1/2020 23H,11092
05/2/2020 00H,10392
05/2/2020 01H,7041
05/2/2020 02H,1786
05/2/2020 03H,1455
05/2/2020 04H,585
05/2/2020 05H,543
05/2/2020 06H,494
05/2/2020 07H,442
05/2/2020 08H,22
05/2/2020 09H,22
05/2/2020 10H,20
05/2/2020 11H,15
05/2/2020 12H,17
05/2/2020 13H,50
05/2/2020 14H,3198
05/2/2020 15H,6183
05/2/2020 16H,7677
05/2/2020 17H,8229
05/2/2020 18H,9187
05/2/2020 19H,9380
05/2/2020 20H,9823
05/2/2020 21H,9857
05/2/2020 22H,10319
05/2/2020 23H,9997
05/3/2020 00H,9769
05/3/2020 01H,6628
05/3/2020 02H,1209
05/3/2020 03H,899
05/3/2020 04H,3
05/3/2020 05H,3
05/3/2020 06H,3
05/3/2020 07H,3
05/3/2020 08H,2
05/3/2020 09H,2
05/3/2020 10H,2
05/3/2020 11H,2
05/3/2020 12H,2
05/3/2020 13H,36
05/3/2020 14H,3076
05/3/2020 15H,6025
05/3/2020 16H,6520
05/3/2020 17H,7682
05/3/2020 18H,8772
05/3/2020 19H,8837
05/3/2020 20H,9003
05/3/2020 21H,9365
05/3/2020 22H,8928
05/3/2020 23H,9607
05/4/2020 00H,9830
05/4/2020 01H,6717
05/4/2020 02H,1414
05/4/2020 03H,1048
05/4/2020 04H,3
05/4/2020 05H,3
05/4/2020 06H,3
05/4/2020 07H,3
05/4/2020 08H,2
05/4/2020 09H,2
05/4/2020 10H,2
05/4/2020 11H,1
05/4/2020 12H,1
05/4/2020 13H,46
05/4/2020 14H,3668
05/4/2020 15H,8798
05/4/2020 16H,10682
05/4/2020 17H,11653
05/4/2020 18H,12205
05/4/2020 19H,12271
05/4/2020 20H,12112
05/4/2020 21H,12236
05/4/2020 22H,11985
05/4/2020 23H,11350
05/5/2020 00H,10175
05/5/2020 01H,6844
05/5/2020 02H,1548
05/5/2020 03H,157
05/5/2020 04H,113
05/5/2020 05H,113
05/5/2020 06H,5
05/5/2020 07H,5
05/5/2020 08H,3
05/5/2020 09H,3
05/5/2020 10H,3
05/5/2020 11H,2
05/5/2020 12H,2
05/5/2020 13H,64
05/5/2020 14H,3725
05/5/2020 15H,8788
05/5/2020 16H,10633
05/5/2020 17H,11557
05/5/2020 18H,11996
05/5/2020 19H,12102
05/5/2020 20H,12076
05/5/2020 21H,12039
05/5/2020 22H,11539
05/5/2020 23H,10963
05/6/2020 00H,9823
05/6/2020 01H,6294
05/6/2020 02H,1333
05/6/2020 03H,29
05/6/2020 04H,10
05/6/2020 05H,5
05/6/2020 06H,5
05/6/2020 07H,5
05/6/2020 08H,4
05/6/2020 09H,3
05/6/2020 10H,4
05/6/2020 11H,4
05/6/2020 12H,4
05/6/2020 13H,88
05/6/2020 14H,3414
05/6/2020 15H,7997
05/6/2020 16H,9365
05/6/2020 17H,10327
05/6/2020 18H,11257
05/6/2020 19H,11939
05/6/2020 20H,11775
05/6/2020 21H,11568
05/6/2020 22H,10916
05/6/2020 23H,10110
05/7/2020 00H,8110
05/7/2020 01H,4989
05/7/2020 02H,1348
05/7/2020 03H,987
05/7/2020 04H,32
05/7/2020 05H,32
05/7/2020 06H,31
05/7/2020 07H,31
05/7/2020 08H,24
05/7/2020 09H,29
05/7/2020 10H,26
05/7/2020 11H,28
05/7/2020 12H,28
05/7/2020 13H,96
05/7/2020 14H,3249
05/7/2020 15H,7827
05/7/2020 16H,10036
05/7/2020 17H,10795
05/7/2020 18H,11556
05/7/2020 19H,11874
05/7/2020 20H,11941
05/7/2020 21H,11856
05/7/2020 22H,11607
05/7/2020 23H,10539
05/8/2020 00H,9334
05/8/2020 01H,5999
05/8/2020 02H,1327
05/8/2020 03H,62
05/8/2020 04H,29
05/8/2020 05H,47
05/8/2020 06H,43
05/8/2020 07H,29
05/8/2020 08H,19
05/8/2020 09H,24
05/8/2020 10H,26
05/8/2020 11H,28
05/8/2020 12H,28
05/8/2020 13H,113
05/8/2020 14H,3645
05/8/2020 15H,8180
05/8/2020 16H,10077
05/8/2020 17H,11561
05/8/2020 18H,11925
05/8/2020 19H,12086
05/8/2020 20H,11995
05/8/2020 21H,11689
05/8/2020 22H,11661
05/8/2020 23H,11050
05/9/2020 00H,9409
05/9/2020 01H,6331
05/9/2020 02H,1232
05/9/2020 03H,949
05/9/2020 04H,7
05/9/2020 05H,25
05/9/2020 06H,21
05/9/2020 07H,7
05/9/2020 08H,3
05/9/2020 09H,7
05/9/2020 10H,7
05/9/2020 11H,7
05/9/2020 12H,7
05/9/2020 13H,92
05/9/2020 14H,3113
05/9/2020 15H,7563
05/9/2020 16H,10085
05/9/2020 17H,10969
05/9/2020 18H,11613
05/9/2020 19H,11633
05/9/2020 20H,11942
05/9/2020 21H,11879
05/9/2020 22H,11270
05/9/2020 23H,10789
05/10/2020 00H,9419
05/10/2020 01H,5562
05/10/2020 02H,1420
05/10/2020 03H,1107
05/10/2020 04H,8
05/10/2020 05H,8
05/10/2020 06H,8
05/10/2020 07H,8
05/10/2020 08H,4
05/10/2020 09H,4
05/10/2020 10H,4
05/10/2020 11H,3
05/10/2020 12H,3
05/10/2020 13H,60
05/10/2020 14H,3077
05/10/2020 15H,7596
05/10/2020 16H,9952
05/10/2020 17H,11180
05/10/2020 18H,11236
05/10/2020 19H,11155
05/10/2020 20H,11320
05/10/2020 21H,10883
05/10/2020 22H,10804
05/10/2020 23H,10011
05/11/2020 00H,8422
05/11/2020 01H,6087
05/11/2020 02H,1600
05/11/2020 03H,1271
05/11/2020 04H,5
05/11/2020 05H,5
05/11/2020 06H,5
05/11/2020 07H,5
05/11/2020 08H,4
05/11/2020 09H,4
05/11/2020 10H,4
05/11/2020 11H,3
05/11/2020 12H,3
05/11/2020 13H,109
05/11/2020 14H,3475
05/11/2020 15H,8596
05/11/2020 16H,10434
05/11/2020 17H,11271
05/11/2020 18H,11723
05/11/2020 19H,11915
05/11/2020 20H,12209
05/11/2020 21H,12214
05/11/2020 22H,12117
05/11/2020 23H,11280
05/12/2020 00H,10166
05/12/2020 01H,7037
05/12/2020 02H,1709
05/12/2020 03H,116
05/12/2020 04H,93
05/12/2020 05H,29
05/12/2020 06H,29
05/12/2020 07H,29
05/12/2020 08H,27
05/12/2020 09H,25
05/12/2020 10H,25
05/12/2020 11H,25
05/12/2020 12H,25
05/12/2020 13H,141
05/12/2020 14H,3446
05/12/2020 15H,7652
05/12/2020 16H,9542
05/12/2020 17H,10435
05/12/2020 18H,10596
05/12/2020 19H,10494
05/12/2020 20H,10491
05/12/2020 21H,10292
05/12/2020 22H,10117
05/12/2020 23H,9394
05/13/2020 00H,7874
05/13/2020 01H,5456
05/13/2020 02H,1780
05/13/2020 03H,1437
05/13/2020 04H,17
05/13/2020 05H,17
05/13/2020 06H,17
05/13/2020 07H,17
05/13/2020 08H,17
05/13/2020 09H,16
05/13/2020 10H,15
05/13/2020 11H,13
05/13/2020 12H,14
05/13/2020 13H,166
05/13/2020 14H,3955
05/13/2020 15H,8280
05/13/2020 16H,9336
05/13/2020 17H,9464
05/13/2020 18H,10037
05/13/2020 19H,9570
