Datetime,Solar generation (MWh)
08/17/2018 07H,18
08/17/2018 08H,17
08/17/2018 09H,15
08/17/2018 10H,4
08/17/2018 11H,4
08/17/2018 12H,4
08/17/2018 13H,4
08/17/2018 14H,1491
08/17/2018 15H,6041
08/17/2018 16H,9016
08/17/2018 17H,10397
08/17/2018 18H,10987
08/17/2018 19H,10956
08/17/2018 20H,10824
08/17/2018 21H,10913
08/17/2018 22H,10418
08/17/2018 23H,9979
08/18/2018 00H,8211
08/18/2018 01H,5324
08/18/2018 02H,919
08/18/2018 03H,665
08/18/2018 04H,7
08/18/2018 05H,7
08/18/2018 06H,6
08/18/2018 07H,6
08/18/2018 08H,5
08/18/2018 09H,5
08/18/2018 10H,5
08/18/2018 11H,5
08/18/2018 12H,4
08/18/2018 13H,4
08/18/2018 14H,1512
08/18/2018 15H,6175
08/18/2018 16H,9122
08/18/2018 17H,10333
08/18/2018 18H,10908
08/18/2018 19H,11139
08/18/2018 20H,11181
08/18/2018 21H,11061
08/18/2018 22H,10730
08/18/2018 23H,9937
08/19/2018 00H,8495
08/19/2018 01H,5188
08/19/2018 02H,865
08/19/2018 03H,609
08/19/2018 04H,6
08/19/2018 05H,6
08/19/2018 06H,6
08/19/2018 07H,6
08/19/2018 08H,4
08/19/2018 09H,4
08/19/2018 10H,3
08/19/2018 11H,3
08/19/2018 12H,3
08/19/2018 13H,3
08/19/2018 14H,1526
08/19/2018 15H,6167
08/19/2018 16H,9194
08/19/2018 17H,10420
08/19/2018 18H,10928
08/19/2018 19H,11136
08/19/2018 20H,11066
08/19/2018 21H,10614
08/19/2018 22H,10338
08/19/2018 23H,9553
08/20/2018 00H,8251
08/20/2018 01H,4778
08/20/2018 02H,763
08/20/2018 03H,517
08/20/2018 04H,6
08/20/2018 05H,5
08/20/2018 06H,6
08/20/2018 07H,5
08/20/2018 08H,4
08/20/2018 09H,4
08/20/2018 10H,3
08/20/2018 11H,3
08/20/2018 12H,3
08/20/2018 13H,4
08/20/2018 14H,1536
08/20/2018 15H,6242
08/20/2018 16H,9216
08/20/2018 17H,10472
08/20/2018 18H,10419
08/20/2018 19H,11062
08/20/2018 20H,10872
08/20/2018 21H,10807
08/20/2018 22H,10394
08/20/2018 23H,8801
08/21/2018 00H,6778
08/21/2018 01H,3859
08/21/2018 02H,624
08/21/2018 03H,408
08/21/2018 04H,7
08/21/2018 05H,7
08/21/2018 06H,6
08/21/2018 07H,6
08/21/2018 08H,5
08/21/2018 09H,5
08/21/2018 10H,4
08/21/2018 11H,4
08/21/2018 12H,5
08/21/2018 13H,5
08/21/2018 14H,1288
08/21/2018 15H,5955
08/21/2018 16H,8899
08/21/2018 17H,10081
08/21/2018 18H,10326
08/21/2018 19H,10993
08/21/2018 20H,10904
08/21/2018 21H,10712
08/21/2018 22H,10642
08/21/2018 23H,9484
08/22/2018 00H,8225
08/22/2018 01H,4590
08/22/2018 02H,733
08/22/2018 03H,33
08/22/2018 04H,27
08/22/2018 05H,27
08/22/2018 06H,5
08/22/2018 07H,5
08/22/2018 08H,4
08/22/2018 09H,3
08/22/2018 10H,3
08/22/2018 11H,3
08/22/2018 12H,3
08/22/2018 13H,3
08/22/2018 14H,1330
08/22/2018 15H,5837
08/22/2018 16H,9034
08/22/2018 17H,10308
08/22/2018 18H,10898
08/22/2018 19H,10213
08/22/2018 20H,10467
08/22/2018 21H,10247
08/22/2018 22H,10512
08/22/2018 23H,9594
08/23/2018 00H,8268
08/23/2018 01H,4796
08/23/2018 02H,690
08/23/2018 03H,442
08/23/2018 04H,28
08/23/2018 05H,7
08/23/2018 06H,6
08/23/2018 07H,5
08/23/2018 08H,5
08/23/2018 09H,5
08/23/2018 10H,4
08/23/2018 11H,4
08/23/2018 12H,4
08/23/2018 13H,4
08/23/2018 14H,1267
08/23/2018 15H,5932
08/23/2018 16H,9382
08/23/2018 17H,10604
08/23/2018 18H,11238
08/23/2018 19H,11395
08/23/2018 20H,11092
08/23/2018 21H,11291
08/23/2018 22H,11021
08/23/2018 23H,10313
08/24/2018 00H,8666
08/24/2018 01H,5095
08/24/2018 02H,634
08/24/2018 03H,404
08/24/2018 04H,6
08/24/2018 05H,5
08/24/2018 06H,5
08/24/2018 07H,5
08/24/2018 08H,4
08/24/2018 09H,4
08/24/2018 10H,4
08/24/2018 11H,4
08/24/2018 12H,4
08/24/2018 13H,4
08/24/2018 14H,1339
08/24/2018 15H,5820
08/24/2018 16H,9163
08/24/2018 17H,10214
08/24/2018 18H,11060
08/24/2018 19H,11169
08/24/2018 20H,10813
08/24/2018 21H,10259
08/24/2018 22H,9919
08/24/2018 23H,9228
08/25/2018 00H,8110
08/25/2018 01H,4387
08/25/2018 02H,569
08/25/2018 03H,360
08/25/2018 04H,5
08/25/2018 05H,5
08/25/2018 06H,5
08/25/2018 07H,4
08/25/2018 08H,4
08/25/2018 09H,4
08/25/2018 10H,4
08/25/2018 11H,4
08/25/2018 12H,4
08/25/2018 13H,4
08/25/2018 14H,1168
08/25/2018 15H,5477
08/25/2018 16H,8215
08/25/2018 17H,9531
08/25/2018 18H,9729
08/25/2018 19H,11124
08/25/2018 20H,11117
08/25/2018 21H,10981
08/25/2018 22H,10227
08/25/2018 23H,9333
08/26/2018 00H,7910
08/26/2018 01H,4551
08/26/2018 02H,539
08/26/2018 03H,339
08/26/2018 04H,4
08/26/2018 05H,4
08/26/2018 06H,4
08/26/2018 07H,4
08/26/2018 08H,4
08/26/2018 09H,4
08/26/2018 10H,3
08/26/2018 11H,4
08/26/2018 12H,4
08/26/2018 13H,4
08/26/2018 14H,1251
08/26/2018 15H,5722
08/26/2018 16H,9155
08/26/2018 17H,10531
08/26/2018 18H,11156
08/26/2018 19H,11200
08/26/2018 20H,11249
08/26/2018 21H,11185
08/26/2018 22H,10942
08/26/2018 23H,10145
08/27/2018 00H,8559
08/27/2018 01H,4650
08/27/2018 02H,541
08/27/2018 03H,319
08/27/2018 04H,5
08/27/2018 05H,5
08/27/2018 06H,5
08/27/2018 07H,4
08/27/2018 08H,4
08/27/2018 09H,3
08/27/2018 10H,3
08/27/2018 11H,3
08/27/2018 12H,3
08/27/2018 13H,3
08/27/2018 14H,1400
08/27/2018 15H,6400
08/27/2018 16H,9711
08/27/2018 17H,10904
08/27/2018 18H,11394
08/27/2018 19H,10987
08/27/2018 20H,11570
08/27/2018 21H,10768
08/27/2018 22H,10407
08/27/2018 23H,9498
08/28/2018 00H,8649
08/28/2018 01H,4885
08/28/2018 02H,529
08/28/2018 03H,10
08/28/2018 04H,-2
08/28/2018 05H,-2
08/28/2018 06H,-3
08/28/2018 07H,-3
08/28/2018 08H,4
08/28/2018 09H,3
08/28/2018 10H,4
08/28/2018 11H,4
08/28/2018 12H,4
08/28/2018 13H,4
08/28/2018 14H,1311
08/28/2018 15H,5440
08/28/2018 16H,7791
08/28/2018 17H,9376
08/28/2018 18H,10347
08/28/2018 19H,10847
08/28/2018 20H,10983
08/28/2018 21H,11179
08/28/2018 22H,10855
08/28/2018 23H,9254
08/29/2018 00H,7925
08/29/2018 01H,4651
08/29/2018 02H,534
08/29/2018 03H,8
08/29/2018 04H,7
08/29/2018 05H,7
08/29/2018 06H,-4
08/29/2018 07H,3
08/29/2018 08H,3
08/29/2018 09H,3
08/29/2018 10H,3
08/29/2018 11H,3
08/29/2018 12H,3
08/29/2018 13H,3
08/29/2018 14H,1286
08/29/2018 15H,5060
08/29/2018 16H,8206
08/29/2018 17H,9497
08/29/2018 18H,10467
08/29/2018 19H,11086
08/29/2018 20H,10820
08/29/2018 21H,10501
08/29/2018 22H,10172
08/29/2018 23H,9452
08/30/2018 00H,7855
08/30/2018 01H,3868
08/30/2018 02H,537
08/30/2018 03H,42
08/30/2018 04H,39
08/30/2018 05H,42
08/30/2018 06H,41
08/30/2018 07H,4
08/30/2018 08H,3
08/30/2018 09H,3
08/30/2018 10H,3
08/30/2018 11H,3
08/30/2018 12H,3
08/30/2018 13H,3
08/30/2018 14H,1068
08/30/2018 15H,5186
08/30/2018 16H,8620
08/30/2018 17H,9660
08/30/2018 18H,10458
08/30/2018 19H,11282
08/30/2018 20H,11116
08/30/2018 21H,10396
08/30/2018 22H,9193
08/30/2018 23H,8852
08/31/2018 00H,7423
08/31/2018 01H,3919
08/31/2018 02H,462
08/31/2018 03H,65
08/31/2018 04H,27
08/31/2018 05H,25
08/31/2018 06H,25
08/31/2018 07H,5
08/31/2018 08H,4
08/31/2018 09H,4
08/31/2018 10H,4
08/31/2018 11H,4
08/31/2018 12H,4
08/31/2018 13H,4
08/31/2018 14H,1190
08/31/2018 15H,6172
08/31/2018 16H,9610
08/31/2018 17H,10706
08/31/2018 18H,11302
08/31/2018 19H,11435
08/31/2018 20H,11411
08/31/2018 21H,11309
08/31/2018 22H,11161
08/31/2018 23H,10431
09/1/2018 00H,8781
09/1/2018 01H,4641
09/1/2018 02H,439
09/1/2018 03H,268
09/1/2018 04H,26
09/1/2018 05H,25
09/1/2018 06H,4
09/1/2018 07H,4
09/1/2018 08H,4
09/1/2018 09H,3
09/1/2018 10H,3
09/1/2018 11H,3
09/1/2018 12H,3
09/1/2018 13H,3
09/1/2018 14H,1091
09/1/2018 15H,5802
09/1/2018 16H,8702
09/1/2018 17H,10300
09/1/2018 18H,11010
09/1/2018 19H,10885
09/1/2018 20H,11148
09/1/2018 21H,11136
09/1/2018 22H,10777
09/1/2018 23H,9638
09/2/2018 00H,8459
09/2/2018 01H,4219
09/2/2018 02H,414
09/2/2018 03H,254
09/2/2018 04H,4
09/2/2018 05H,4
09/2/2018 06H,4
09/2/2018 07H,4
09/2/2018 08H,4
09/2/2018 09H,-6
09/2/2018 10H,-5
09/2/2018 11H,-6
09/2/2018 12H,-6
09/2/2018 13H,-6
09/2/2018 14H,1075
09/2/2018 15H,5638
09/2/2018 16H,9091
09/2/2018 17H,10421
09/2/2018 18H,10866
09/2/2018 19H,11068
09/2/2018 20H,10909
09/2/2018 21H,11012
09/2/2018 22H,10732
09/2/2018 23H,9982
09/3/2018 00H,8158
09/3/2018 01H,3833
09/3/2018 02H,331
09/3/2018 03H,180
09/3/2018 04H,4
09/3/2018 05H,4
09/3/2018 06H,4
09/3/2018 07H,4
09/3/2018 08H,4
09/3/2018 09H,-6
09/3/2018 10H,-5
09/3/2018 11H,-6
09/3/2018 12H,-6
09/3/2018 13H,4
09/3/2018 14H,1025
09/3/2018 15H,5418
09/3/2018 16H,8930
09/3/2018 17H,10293
09/3/2018 18H,10913
09/3/2018 19H,11018
09/3/2018 20H,11018
09/3/2018 21H,10147
09/3/2018 22H,9640
09/3/2018 23H,8957
09/4/2018 00H,7425
09/4/2018 01H,3662
09/4/2018 02H,328
09/4/2018 03H,189
09/4/2018 04H,4
09/4/2018 05H,4
09/4/2018 06H,4
09/4/2018 07H,4
09/4/2018 08H,4
09/4/2018 09H,4
09/4/2018 10H,4
09/4/2018 11H,4
09/4/2018 12H,4
09/4/2018 13H,4
09/4/2018 14H,901
09/4/2018 15H,4921
09/4/2018 16H,8361
09/4/2018 17H,9863
09/4/2018 18H,9783
09/4/2018 19H,10579
09/4/2018 20H,10405
09/4/2018 21H,10138
09/4/2018 22H,9983
09/4/2018 23H,9244
09/5/2018 00H,7475
09/5/2018 01H,3300
09/5/2018 02H,241
09/5/2018 03H,128
09/5/2018 04H,5
09/5/2018 05H,5
09/5/2018 06H,5
09/5/2018 07H,5
09/5/2018 08H,5
09/5/2018 09H,5
09/5/2018 10H,5
09/5/2018 11H,5
09/5/2018 12H,5
09/5/2018 13H,5
09/5/2018 14H,909
09/5/2018 15H,4817
09/5/2018 16H,8081
09/5/2018 17H,9259
09/5/2018 18H,10027
09/5/2018 19H,10420
09/5/2018 20H,10679
09/5/2018 21H,10244
09/5/2018 22H,9662
09/5/2018 23H,9362
09/6/2018 00H,7735
09/6/2018 01H,3524
09/6/2018 02H,265
09/6/2018 03H,141
09/6/2018 04H,4
09/6/2018 05H,4
09/6/2018 06H,4
09/6/2018 07H,4
09/6/2018 08H,4
09/6/2018 09H,4
09/6/2018 10H,4
09/6/2018 11H,4
09/6/2018 12H,4
09/6/2018 13H,4
09/6/2018 14H,945
09/6/2018 15H,5405
09/6/2018 16H,9031
09/6/2018 17H,10279
09/6/2018 18H,10747
09/6/2018 19H,11030
09/6/2018 20H,11055
09/6/2018 21H,10883
09/6/2018 22H,10526
09/6/2018 23H,9834
09/7/2018 00H,7949
09/7/2018 01H,3562
09/7/2018 02H,255
09/7/2018 03H,117
09/7/2018 04H,4
09/7/2018 05H,4
09/7/2018 06H,4
09/7/2018 07H,4
09/7/2018 08H,4
09/7/2018 09H,4
09/7/2018 10H,4
09/7/2018 11H,4
09/7/2018 12H,4
09/7/2018 13H,4
09/7/2018 14H,945
09/7/2018 15H,5631
09/7/2018 16H,9002
09/7/2018 17H,10234
09/7/2018 18H,10215
09/7/2018 19H,10502
09/7/2018 20H,10681
09/7/2018 21H,10857
09/7/2018 22H,10260
09/7/2018 23H,9769
09/8/2018 00H,7698
09/8/2018 01H,3602
09/8/2018 02H,244
09/8/2018 03H,119
09/8/2018 04H,4
09/8/2018 05H,4
09/8/2018 06H,4
09/8/2018 07H,4
09/8/2018 08H,4
09/8/2018 09H,4
09/8/2018 10H,4
09/8/2018 11H,4
09/8/2018 12H,4
09/8/2018 13H,4
09/8/2018 14H,943
09/8/2018 15H,5637
09/8/2018 16H,9274
09/8/2018 17H,10406
09/8/2018 18H,10933
09/8/2018 19H,11050
09/8/2018 20H,10953
09/8/2018 21H,10940
09/8/2018 22H,10678
09/8/2018 23H,9927
09/9/2018 00H,8138
09/9/2018 01H,3591
09/9/2018 02H,271
09/9/2018 03H,54
09/9/2018 04H,57
09/9/2018 05H,58
09/9/2018 06H,58
09/9/2018 07H,4
09/9/2018 08H,4
09/9/2018 09H,4
09/9/2018 10H,4
09/9/2018 11H,4
09/9/2018 12H,4
09/9/2018 13H,4
09/9/2018 14H,943
09/9/2018 15H,5779
09/9/2018 16H,9387
09/9/2018 17H,10608
09/9/2018 18H,11071
09/9/2018 19H,11139
09/9/2018 20H,11086
09/9/2018 21H,11022
09/9/2018 22H,10750
09/9/2018 23H,10010
09/10/2018 00H,8152
09/10/2018 01H,3534
09/10/2018 02H,184
09/10/2018 03H,72
09/10/2018 04H,57
09/10/2018 05H,58
09/10/2018 06H,4
09/10/2018 07H,4
09/10/2018 08H,4
09/10/2018 09H,4
09/10/2018 10H,4
09/10/2018 11H,4
09/10/2018 12H,4
09/10/2018 13H,4
09/10/2018 14H,841
09/10/2018 15H,5572
09/10/2018 16H,9362
09/10/2018 17H,10505
09/10/2018 18H,11037
09/10/2018 19H,11216
09/10/2018 20H,11184
09/10/2018 21H,11153
09/10/2018 22H,10549
09/10/2018 23H,10125
09/11/2018 00H,8312
09/11/2018 01H,3587
09/11/2018 02H,182
09/11/2018 03H,73
09/11/2018 04H,5
09/11/2018 05H,5
09/11/2018 06H,5
09/11/2018 07H,5
09/11/2018 08H,5
09/11/2018 09H,5
09/11/2018 10H,5
09/11/2018 11H,5
09/11/2018 12H,5
09/11/2018 13H,5
09/11/2018 14H,908
09/11/2018 15H,5829
09/11/2018 16H,9481
09/11/2018 17H,10637
09/11/2018 18H,11120
09/11/2018 19H,10929
09/11/2018 20H,11172
09/11/2018 21H,11185
09/11/2018 22H,10933
09/11/2018 23H,10172
09/12/2018 00H,8316
09/12/2018 01H,3462
09/12/2018 02H,153
09/12/2018 03H,58
09/12/2018 04H,5
09/12/2018 05H,5
09/12/2018 06H,5
09/12/2018 07H,5
09/12/2018 08H,5
09/12/2018 09H,5
09/12/2018 10H,5
09/12/2018 11H,5
09/12/2018 12H,5
09/12/2018 13H,5
09/12/2018 14H,882
09/12/2018 15H,5716
09/12/2018 16H,9502
09/12/2018 17H,10706
09/12/2018 18H,11055
09/12/2018 19H,11255
09/12/2018 20H,11216
09/12/2018 21H,11167
09/12/2018 22H,10903
09/12/2018 23H,10109
09/13/2018 00H,8148
09/13/2018 01H,3273
09/13/2018 02H,99
09/13/2018 03H,17
09/13/2018 04H,5
09/13/2018 05H,5
09/13/2018 06H,5
09/13/2018 07H,5
09/13/2018 08H,5
09/13/2018 09H,5
09/13/2018 10H,5
09/13/2018 11H,5
09/13/2018 12H,5
09/13/2018 13H,5
09/13/2018 14H,890
09/13/2018 15H,5776
09/13/2018 16H,9274
09/13/2018 17H,10520
09/13/2018 18H,10811
09/13/2018 19H,11123
09/13/2018 20H,11038
09/13/2018 21H,11031
09/13/2018 22H,10762
09/13/2018 23H,10004
09/14/2018 00H,8054
09/14/2018 01H,3083
09/14/2018 02H,162
09/14/2018 03H,6
09/14/2018 04H,1
09/14/2018 05H,2
09/14/2018 06H,2
09/14/2018 07H,2
09/14/2018 08H,4
09/14/2018 09H,4
09/14/2018 10H,4
09/14/2018 11H,4
09/14/2018 12H,4
09/14/2018 13H,4
09/14/2018 14H,838
09/14/2018 15H,5481
09/14/2018 16H,9376
09/14/2018 17H,10572
09/14/2018 18H,11084
09/14/2018 19H,11176
09/14/2018 20H,11179
09/14/2018 21H,11125
09/14/2018 22H,10797
09/14/2018 23H,9917
09/15/2018 00H,8034
09/15/2018 01H,3034
09/15/2018 02H,188
09/15/2018 03H,117
09/15/2018 04H,2
09/15/2018 05H,3
09/15/2018 06H,3
09/15/2018 07H,5
09/15/2018 08H,5
09/15/2018 09H,5
09/15/2018 10H,5
09/15/2018 11H,5
09/15/2018 12H,5
09/15/2018 13H,5
09/15/2018 14H,700
09/15/2018 15H,5330
09/15/2018 16H,9180
09/15/2018 17H,10599
09/15/2018 18H,11035
09/15/2018 19H,11112
09/15/2018 20H,11047
09/15/2018 21H,11035
09/15/2018 22H,10718
09/15/2018 23H,9901
09/16/2018 00H,7786
09/16/2018 01H,2898
09/16/2018 02H,127
09/16/2018 03H,52
09/16/2018 04H,4
09/16/2018 05H,4
09/16/2018 06H,4
09/16/2018 07H,4
09/16/2018 08H,4
09/16/2018 09H,4
09/16/2018 10H,4
09/16/2018 11H,4
09/16/2018 12H,4
09/16/2018 13H,4
09/16/2018 14H,642
09/16/2018 15H,5132
09/16/2018 16H,9223
09/16/2018 17H,10547
09/16/2018 18H,10965
09/16/2018 19H,10951
09/16/2018 20H,10984
09/16/2018 21H,10791
09/16/2018 22H,10586
09/16/2018 23H,9782
09/17/2018 00H,7731
09/17/2018 01H,2739
09/17/2018 02H,2283
09/17/2018 03H,4
09/17/2018 04H,4
09/17/2018 05H,4
09/17/2018 06H,4
09/17/2018 07H,4
09/17/2018 08H,4
09/17/2018 09H,4
09/17/2018 10H,4
09/17/2018 11H,4
09/17/2018 12H,4
09/17/2018 13H,4
09/17/2018 14H,702
09/17/2018 15H,5426
09/17/2018 16H,9268
09/17/2018 17H,10476
09/17/2018 18H,10903
09/17/2018 19H,11027
09/17/2018 20H,10971
09/17/2018 21H,10929
09/17/2018 22H,10643
09/17/2018 23H,9897
09/18/2018 00H,7823
09/18/2018 01H,2796
09/18/2018 02H,92
09/18/2018 03H,27
09/18/2018 04H,5
09/18/2018 05H,5
09/18/2018 06H,5
09/18/2018 07H,5
09/18/2018 08H,5
09/18/2018 09H,5
09/18/2018 10H,5
09/18/2018 11H,5
09/18/2018 12H,5
09/18/2018 13H,5
09/18/2018 14H,682
09/18/2018 15H,5440
09/18/2018 16H,9426
09/18/2018 17H,10161
09/18/2018 18H,10594
09/18/2018 19H,10816
09/18/2018 20H,10992
09/18/2018 21H,11015
09/18/2018 22H,10849
09/18/2018 23H,10059
09/19/2018 00H,7862
09/19/2018 01H,2677
09/19/2018 02H,146
09/19/2018 03H,80
09/19/2018 04H,4
09/19/2018 05H,4
09/19/2018 06H,4
09/19/2018 07H,4
09/19/2018 08H,4
09/19/2018 09H,4
09/19/2018 10H,4
09/19/2018 11H,4
09/19/2018 12H,4
09/19/2018 13H,4
09/19/2018 14H,403
09/19/2018 15H,4612
09/19/2018 16H,8123
09/19/2018 17H,9567
09/19/2018 18H,9813
09/19/2018 19H,10495
09/19/2018 20H,10650
09/19/2018 21H,10404
09/19/2018 22H,10139
09/19/2018 23H,9328
09/20/2018 00H,7344
09/20/2018 01H,2333
09/20/2018 02H,65
09/20/2018 03H,18
09/20/2018 04H,5
09/20/2018 05H,5
09/20/2018 06H,5
09/20/2018 07H,5
09/20/2018 08H,5
09/20/2018 09H,5
09/20/2018 10H,5
09/20/2018 11H,5
09/20/2018 12H,5
09/20/2018 13H,5
09/20/2018 14H,547
09/20/2018 15H,4939
09/20/2018 16H,8892
09/20/2018 17H,10099
09/20/2018 18H,10617
09/20/2018 19H,10677
09/20/2018 20H,10536
09/20/2018 21H,10573
09/20/2018 22H,10265
09/20/2018 23H,9389
09/21/2018 00H,7260
09/21/2018 01H,2215
09/21/2018 02H,1816
09/21/2018 03H,4
09/21/2018 04H,4
09/21/2018 05H,4
09/21/2018 06H,4
09/21/2018 07H,4
09/21/2018 08H,4
09/21/2018 09H,4
09/21/2018 10H,4
09/21/2018 11H,4
09/21/2018 12H,4
09/21/2018 13H,4
09/21/2018 14H,516
09/21/2018 15H,4863
09/21/2018 16H,8837
09/21/2018 17H,10161
09/21/2018 18H,10635
09/21/2018 19H,10711
09/21/2018 20H,10680
09/21/2018 21H,10565
09/21/2018 22H,10230
09/21/2018 23H,9333
09/22/2018 00H,6635
09/22/2018 01H,2037
09/22/2018 02H,1635
09/22/2018 03H,5
09/22/2018 04H,5
09/22/2018 05H,5
09/22/2018 06H,5
09/22/2018 07H,5
09/22/2018 08H,5
09/22/2018 09H,5
09/22/2018 10H,5
09/22/2018 11H,5
09/22/2018 12H,5
09/22/2018 13H,5
09/22/2018 14H,488
09/22/2018 15H,4699
09/22/2018 16H,8674
09/22/2018 17H,9962
09/22/2018 18H,10305
09/22/2018 19H,10236
09/22/2018 20H,10192
09/22/2018 21H,10223
09/22/2018 22H,9684
09/22/2018 23H,8459
09/23/2018 00H,5180
09/23/2018 01H,1257
09/23/2018 02H,1074
09/23/2018 03H,4
09/23/2018 04H,4
09/23/2018 05H,4
09/23/2018 06H,4
09/23/2018 07H,4
09/23/2018 08H,4
09/23/2018 09H,4
09/23/2018 10H,4
09/23/2018 11H,4
09/23/2018 12H,4
09/23/2018 13H,4
09/23/2018 14H,374
09/23/2018 15H,4094
09/23/2018 16H,7467
09/23/2018 17H,9613
09/23/2018 18H,10174
09/23/2018 19H,9935
09/23/2018 20H,9621
09/23/2018 21H,9926
09/23/2018 22H,9280
09/23/2018 23H,8902
09/24/2018 00H,6821
09/24/2018 01H,1810
09/24/2018 02H,1441
09/24/2018 03H,5
09/24/2018 04H,5
09/24/2018 05H,5
09/24/2018 06H,5
09/24/2018 07H,5
09/24/2018 08H,5
09/24/2018 09H,5
09/24/2018 10H,5
09/24/2018 11H,5
09/24/2018 12H,5
09/24/2018 13H,5
09/24/2018 14H,464
09/24/2018 15H,4766
09/24/2018 16H,8543
09/24/2018 17H,9601
09/24/2018 18H,10421
09/24/2018 19H,10368
09/24/2018 20H,10605
09/24/2018 21H,10594
09/24/2018 22H,10316
09/24/2018 23H,9194
09/25/2018 00H,6949
09/25/2018 01H,1877
09/25/2018 02H,38
09/25/2018 03H,8
09/25/2018 04H,12
09/25/2018 05H,13
09/25/2018 06H,13
09/25/2018 07H,14
09/25/2018 08H,13
09/25/2018 09H,13
09/25/2018 10H,4
09/25/2018 11H,4
09/25/2018 12H,4
09/25/2018 13H,4
09/25/2018 14H,453
09/25/2018 15H,4803
09/25/2018 16H,8774
09/25/2018 17H,10236
09/25/2018 18H,10637
09/25/2018 19H,10727
09/25/2018 20H,10668
09/25/2018 21H,10711
09/25/2018 22H,10299
09/25/2018 23H,9542
09/26/2018 00H,6975
09/26/2018 01H,1734
09/26/2018 02H,1385
09/26/2018 03H,28
09/26/2018 04H,12
09/26/2018 05H,13
09/26/2018 06H,13
09/26/2018 07H,14
09/26/2018 08H,13
09/26/2018 09H,4
09/26/2018 10H,4
09/26/2018 11H,4
09/26/2018 12H,4
09/26/2018 13H,4
09/26/2018 14H,429
09/26/2018 15H,4648
09/26/2018 16H,8718
09/26/2018 17H,9991
09/26/2018 18H,10521
09/26/2018 19H,10405
09/26/2018 20H,10390
09/26/2018 21H,10380
09/26/2018 22H,9998
09/26/2018 23H,8926
09/27/2018 00H,5957
09/27/2018 01H,1590
09/27/2018 02H,1274
09/27/2018 03H,5
09/27/2018 04H,5
09/27/2018 05H,5
09/27/2018 06H,5
09/27/2018 07H,5
09/27/2018 08H,5
09/27/2018 09H,5
09/27/2018 10H,5
09/27/2018 11H,5
09/27/2018 12H,5
09/27/2018 13H,5
09/27/2018 14H,444
09/27/2018 15H,4456
09/27/2018 16H,7747
09/27/2018 17H,9318
09/27/2018 18H,9780
09/27/2018 19H,9712
09/27/2018 20H,9869
09/27/2018 21H,9975
09/27/2018 22H,9441
09/27/2018 23H,8916
09/28/2018 00H,6077
09/28/2018 01H,1222
09/28/2018 02H,52
09/28/2018 03H,27
09/28/2018 04H,5
09/28/2018 05H,5
09/28/2018 06H,5
09/28/2018 07H,5
09/28/2018 08H,5
09/28/2018 09H,5
09/28/2018 10H,5
09/28/2018 11H,5
09/28/2018 12H,5
09/28/2018 13H,5
09/28/2018 14H,391
09/28/2018 15H,4228
09/28/2018 16H,8168
09/28/2018 17H,9610
09/28/2018 18H,9838
09/28/2018 19H,10229
09/28/2018 20H,10273
09/28/2018 21H,10179
09/28/2018 22H,9956
09/28/2018 23H,8994
09/29/2018 00H,6102
09/29/2018 01H,1293
09/29/2018 02H,955
09/29/2018 03H,5
09/29/2018 04H,5
09/29/2018 05H,5
09/29/2018 06H,5
09/29/2018 07H,5
09/29/2018 08H,5
09/29/2018 09H,5
09/29/2018 10H,5
09/29/2018 11H,5
09/29/2018 12H,5
09/29/2018 13H,5
09/29/2018 14H,356
09/29/2018 15H,4262
09/29/2018 16H,8623
09/29/2018 17H,10137
09/29/2018 18H,10555
09/29/2018 19H,10577
09/29/2018 20H,10501
09/29/2018 21H,10566
09/29/2018 22H,10183
09/29/2018 23H,9243
09/30/2018 00H,6308
09/30/2018 01H,1253
09/30/2018 02H,916
09/30/2018 03H,4
09/30/2018 04H,4
09/30/2018 05H,4
09/30/2018 06H,4
09/30/2018 07H,4
09/30/2018 08H,4
09/30/2018 09H,4
09/30/2018 10H,4
09/30/2018 11H,4
09/30/2018 12H,4
09/30/2018 13H,4
09/30/2018 14H,268
09/30/2018 15H,3727
09/30/2018 16H,7280
09/30/2018 17H,8955
09/30/2018 18H,9400
09/30/2018 19H,8998
09/30/2018 20H,8191
09/30/2018 21H,8246
09/30/2018 22H,7716
09/30/2018 23H,6404
10/1/2018 00H,4232
10/1/2018 01H,802
10/1/2018 02H,548
10/1/2018 03H,5
10/1/2018 04H,5
10/1/2018 05H,5
10/1/2018 06H,5
10/1/2018 07H,5
10/1/2018 08H,5
10/1/2018 09H,5
10/1/2018 10H,5
10/1/2018 11H,5
10/1/2018 12H,5
10/1/2018 13H,5
10/1/2018 14H,122
10/1/2018 15H,3023
10/1/2018 16H,6342
10/1/2018 17H,7680
10/1/2018 18H,8039
10/1/2018 19H,8024
10/1/2018 20H,7797
10/1/2018 21H,7102
10/1/2018 22H,6085
10/1/2018 23H,5272
10/2/2018 00H,3604
10/2/2018 01H,555
10/2/2018 02H,357
10/2/2018 03H,5
10/2/2018 04H,5
10/2/2018 05H,5
10/2/2018 06H,5
10/2/2018 07H,5
10/2/2018 08H,5
10/2/2018 09H,5
10/2/2018 10H,5
10/2/2018 11H,5
10/2/2018 12H,5
10/2/2018 13H,5
10/2/2018 14H,100
10/2/2018 15H,1798
10/2/2018 16H,4352
10/2/2018 17H,5706
10/2/2018 18H,7487
10/2/2018 19H,7584
10/2/2018 20H,7454
10/2/2018 21H,7026
