DATE (MM/DD/YYYY),HOUR-MST,Avg Tower Dry Bulb Temp [deg C],Avg Tower RH [%],Avg Avg Wind Speed @ 6ft [m/s],Avg Station Pressure [mBar],Avg Precipitation [mm],Avg Global CMP22 (vent/cor) [W/m^2]
10/19/20,3:00,1.0312,93.02,0.5191,814.2783,0,-1.2001
10/19/20,4:00,1.3563,91.5433,0.7545,814.0509,0,-1.0697
10/19/20,5:00,5.7801,61.8953,0.8075,813.962,0,-1.1503
10/19/20,6:00,9.6188,40.0298,1.0723,813.774,0,-1.3929
10/19/20,7:00,11.7228,31.5278,0.7704,814.0365,0,14.5008
10/19/20,8:00,13.1292,30.4003,0.6862,814.7673,0,129.7759
10/19/20,9:00,15.2355,28.0945,0.251,815.0807,0,252.6192
10/19/20,10:00,17.2813,24.7935,0.1729,814.9407,0,318.0279
10/19/20,11:00,18.4475,23.7068,1.0676,815.0621,0,363.9411
10/19/20,12:00,18.5577,23.5592,0.9096,814.7029,0,374.1235
10/19/20,13:00,17.428,33.0202,2.2248,814.316,0,496.5892
10/19/20,14:00,14.5017,41.8763,1.2339,814.0422,0,444.5167
10/19/20,15:00,13.8035,44.1642,1.0247,813.8517,0,288.7082
10/19/20,16:00,14.2915,43.5113,0.8629,813.7581,0,221.9242
10/19/20,17:00,13.1665,43.8612,1.0401,814.0059,0,130.3443
10/19/20,18:00,10.8605,49.3255,0.2497,813.9955,0,3.9806
10/19/20,19:00,9.9613,52.05,0.0622,814.0617,0,-1.563
10/19/20,20:00,10.1608,51.3767,0.0169,814.0133,0,-1.5496
10/19/20,21:00,10.0142,52.8367,0.1453,814.0045,0,-1.5547
10/19/20,22:00,10.1568,51.712,0.0202,813.9635,0,-1.5456
10/19/20,23:00,9.4725,50.5912,0.5285,813.7607,0,-1.4117
10/20/20,0:00,12.4393,26.444,0.2914,813.3259,0,-1.607
10/20/20,1:00,11.3378,28.9787,1.0689,813.1147,0,-1.5088
10/20/20,2:00,8.3546,48.3288,0.7312,812.9989,0,-1.2665
10/20/20,3:00,12.3258,24.7432,1.0806,812.9219,0,-1.6206
10/20/20,4:00,12.7762,21.6535,0.4249,812.7171,0,-1.5758
10/20/20,5:00,11.998,21.7297,1.6022,812.5705,0,-1.5339
10/20/20,6:00,14.5417,18.3415,0.6908,812.6399,0,-1.6506
10/20/20,7:00,13.7892,19.8047,0.2588,812.9648,0,23.4063
10/20/20,8:00,15.2943,19.083,0.2561,813.2351,0,52.45
10/20/20,9:00,18.2775,16.308,1.0049,813.3927,0,121.9157
10/20/20,10:00,18.9947,16.1582,1.151,813.6243,0,230.5587
10/20/20,11:00,18.9715,16.8445,2.3399,813.8976,0,385.8405
10/20/20,12:00,19.1832,16.9902,2.3289,813.7757,0,327.6648
10/20/20,13:00,18.8703,19.7055,1.5038,813.6348,0,240.1124
10/20/20,14:00,18.2705,23.5033,3.2363,813.8836,0,319.794
10/20/20,15:00,16.1447,31.2203,2.9398,814.826,0,345.1343
10/20/20,16:00,14.9065,34.791,2.7132,815.5331,0,193.2353
10/20/20,17:00,13.4037,39.1255,1.917,816.1434,0,73.3064
10/20/20,18:00,11.2143,46.1737,2.2247,817.0612,0,0.8121
10/20/20,19:00,9.9038,49.8345,1.1787,817.8554,0,-1.5194
10/20/20,20:00,8.9602,53.5402,0.4874,818.3284,0,-1.6171
10/20/20,21:00,8.477,55.3133,0.1341,818.44,0,-1.5519
10/20/20,22:00,8.2342,55.5427,0.4095,818.3934,0,-1.5505
10/20/20,23:00,7.2703,57.5905,1.3016,817.702,0,-1.4915
10/21/20,0:00,6.4358,59.5617,1.7713,817.0415,0,-1.4151
10/21/20,1:00,5.8292,60.5687,1.7723,816.1852,0,-1.4002
10/21/20,2:00,5.624,60.4135,2.1523,815.6378,0,-1.335
10/21/20,3:00,4.9948,62.9537,1.5702,814.7794,0,-1.3696
10/21/20,4:00,5.5155,60.7768,1.3723,813.726,0,-1.3533
10/21/20,5:00,5.2292,61.3055,1.004,813.6935,0,-1.3998
10/21/20,6:00,5.4919,60.491,0.6489,813.5015,0,-1.3968
10/21/20,7:00,5.5055,61.6235,0.7645,813.1813,0,14.8427
10/21/20,8:00,6.8439,57.5602,0.6675,813.2171,0,103.6218
10/21/20,9:00,8.1874,55.397,0.4418,813.3386,0,179.5711
10/21/20,10:00,10.0798,49.8292,0.5709,813.0191,0,357.4631
10/21/20,11:00,14.6595,37.952,1.7987,812.6377,0,641.7162
10/21/20,12:00,16.8368,32.1235,1.3882,811.7484,0,568.6102
10/21/20,13:00,19.8415,25.1272,2.1997,810.5524,0,642.0138
10/21/20,14:00,20.3087,23.8963,2.155,810.0594,0,599.3468
10/21/20,15:00,21.4848,22.0352,2.3479,809.7087,0,481.5966
10/21/20,16:00,21.9767,21.1445,0.7181,809.5137,0,333.6991
10/21/20,17:00,20.994,21.7565,0.9309,809.3078,0,105.1137
10/21/20,18:00,17.0485,27.4173,0.4806,809.5974,0,2.2211
10/21/20,19:00,15.5193,29.9067,0.7498,809.6813,0,-1.7928
10/21/20,20:00,14.5987,29.3687,1.1612,809.6871,0,-1.803
10/21/20,21:00,14.4155,26.4393,1.7386,809.4558,0,-1.6325
10/21/20,22:00,15.2925,17.5422,1.9215,809.2735,0,-1.7659
10/21/20,23:00,14.9465,18.2645,0.7217,809.072,0,-1.8458
10/22/20,0:00,15.7605,14.1595,0.9653,808.8608,0,-1.7485
10/22/20,1:00,16.1303,13.6708,1.3658,808.7099,0,-1.8555
10/22/20,2:00,15.5923,13.3588,1.413,808.8716,0,-1.8043
10/22/20,3:00,14.0525,16.6002,1.8629,808.7629,0,-1.6353
10/22/20,4:00,7.8579,53.8007,3.9691,809.3026,0,-0.9507
10/22/20,5:00,4.6902,74.5145,1.207,809.9796,0,-1.1667
10/22/20,6:00,1.0993,92.465,0.9676,810.4573,0,-1.0282
10/22/20,7:00,0.4998,98.4317,0.9863,811.1836,0,3.5592
10/22/20,8:00,0.6987,99.5783,0.4789,812.3753,0,16.2345
10/22/20,9:00,0.9063,100,0.5111,813.2118,0,33.5774
10/22/20,10:00,0.9664,100,0.6259,813.8591,0,72.4828
10/22/20,11:00,1.3586,99.9967,1.4655,814.1462,0,110.9428
10/22/20,12:00,1.1811,100,2.1125,814.3225,0,99.5244
10/22/20,13:00,1.1003,99.96,2.0192,814.5225,0,77.6769
10/22/20,14:00,1.3293,98.9133,1.0856,815.0789,0,53.7899
10/22/20,15:00,1.7977,95.3817,0.0291,815.7943,0,56.966
10/22/20,16:00,2.2299,89.3867,0.001,816.8888,0,15.9339
10/22/20,17:00,1.4891,90.7717,2.0798,818.1665,0.0042,2.6181
10/22/20,18:00,-1.491,99.9383,3.3412,819.7699,0,-0.3615
10/22/20,19:00,-2.8302,99.9933,2.889,820.7227,0,-0.6546
10/22/20,20:00,-3.5851,99.9017,2.3986,821.4731,0,-0.6157
10/22/20,21:00,-4.1966,99.1517,1.8934,821.8834,0,-0.843
10/22/20,22:00,-4.7064,98.445,1.844,822.2292,0,-0.9297
10/22/20,23:00,-5.013,97.9133,2.0988,822.6964,0,-0.9258
10/23/20,0:00,-5.6552,97.2933,1.8251,823.1048,0,-0.9402
10/23/20,1:00,-5.8005,97.4367,1.8655,823.4766,0,-0.911
10/23/20,2:00,-6.1869,96.54,1.1775,823.6381,0,-1.0065
10/23/20,3:00,-6.2619,95.5033,0.4278,823.4598,0,-1.2301
10/23/20,4:00,-6.3456,92.8717,0.8437,823.59,0,-1.2624
10/23/20,5:00,-6.5174,91.22,1.1098,823.7807,0,-1.2137
10/23/20,6:00,-6.7137,90.1317,1.2018,824.1176,0,-1.1478
10/23/20,7:00,-6.8614,89.9567,1.0169,824.3515,0,3.2023
10/23/20,8:00,-6.6876,89.53,1.161,824.5404,0,34.1433
10/23/20,9:00,-6.3076,88.9733,1.1374,824.8745,0,87.6425
10/23/20,10:00,-5.6739,88.2067,0.9265,824.6504,0,140.7487
10/23/20,11:00,-5.0889,87.1883,0.7202,824.2603,0,171.9178
10/23/20,12:00,-3.7565,84.66,0.5278,823.4173,0,282.2442
10/23/20,13:00,-3.0492,84.3283,1.3172,822.3401,0,202.7494
10/23/20,14:00,-2.3266,84.9867,1.0765,821.3003,0,263.8972
10/23/20,15:00,-1.4251,81.8477,1.3889,820.3214,0.0381,241.2613
10/23/20,16:00,-1.1435,81.6675,1.3982,819.819,0,137.9464
10/23/20,17:00,-1.449,81.4695,0.9084,819.46,0,25.1526
10/23/20,18:00,-1.5003,81.8328,0.3507,818.6316,0,-0.1437
10/23/20,19:00,-1.8417,83.7033,0.0671,817.8892,0,-1.0922
10/23/20,20:00,-2.3831,85.9233,0.0644,816.7803,0,-1.1565
10/23/20,21:00,-2.7832,86.95,0.9873,815.8627,0,-1.0898
10/23/20,22:00,-3.2982,89.2317,1.5492,815.5846,0,-1.067
10/23/20,23:00,-3.6388,89.4,0.3372,815.0182,0,-1.1607
10/24/20,0:00,-3.6524,89.3883,0.1104,814.0548,0,-1.1584
10/24/20,1:00,-3.9711,89.3017,0.3585,813.0121,0,-1.1335
10/24/20,2:00,-4.2291,89.9367,0.3645,812.2307,0,-1.1555
10/24/20,3:00,-4.0215,88.92,0.836,810.9237,0,-1.0756
10/24/20,4:00,-3.3176,87.4583,1.1807,809.8089,0,-1.0134
10/24/20,5:00,-3.0051,90.1533,1.3904,809.5744,0,-1.0367
10/24/20,6:00,0.9104,80.5473,1.5597,809.384,0,-0.7323
10/24/20,7:00,1.8355,77.7168,0.7677,809.4705,0,20.9429
10/24/20,8:00,1.0781,81.2135,1.2619,809.5627,0,146.2032
10/24/20,9:00,6.0458,73.0848,1.0133,809.7043,0.0042,310.2928
10/24/20,10:00,8.2975,69.6175,1.1546,809.9214,0.0042,540.0737
10/24/20,11:00,13.056,48.9773,1.4269,809.5135,0,592.0431
10/24/20,12:00,12.0615,43.476,1.6394,808.9802,0,513.8699
10/24/20,13:00,13.61,37.8138,1.9757,808.5635,0,626.0981
10/24/20,14:00,13.8193,34.4927,2.4953,808.4066,0,476.8111
10/24/20,15:00,11.5133,35.2103,2.6242,808.9092,0,302.5947
10/24/20,16:00,8.8642,39.2715,2.1558,809.5429,0,94.9775
10/24/20,17:00,6.9106,44.5998,1.963,810.0421,0,30.5896
10/24/20,18:00,4.4782,52.2417,2.5529,810.7669,0,0.2495
10/24/20,19:00,3.1434,56.1245,1.6421,811.6693,0,-1.196
10/24/20,20:00,2.4414,59.0775,3.3523,812.627,0,-1.0396
10/24/20,21:00,0.744,66.1002,3.7625,813.7352,0,-0.972
10/24/20,22:00,-0.7941,73.123,3.2169,814.957,0,-0.9526
10/24/20,23:00,-1.464,76.368,2.0891,815.4914,0,-0.9676
10/25/20,0:00,-2.6187,82.8255,2.7486,815.536,0,-0.7865
10/25/20,1:00,-4.6098,81.0038,2.8359,815.9897,0,-0.8127
10/25/20,2:00,-6.5649,89.1233,3.3906,816.2353,0,-0.9457
10/25/20,3:00,-7.8789,94.6083,2.9113,816.5138,0,-0.7702
10/25/20,4:00,-8.6078,93.8067,2.6342,816.7984,0,-0.7645
10/25/20,5:00,-9.7195,91.815,2.8456,817.2904,0,-0.9122
10/25/20,6:00,-10.5937,90.46,2.509,817.7693,0,-0.9567
10/25/20,7:00,-11.2148,89.39,2.894,818.4973,0,7.239
10/25/20,8:00,-11.0475,89.7467,1.9778,819.0293,0,37.4544
10/25/20,9:00,-11.1445,86.6433,2.4571,819.3363,0,117.6528
10/25/20,10:00,-10.95,85.9233,2.6007,819.2347,0,147.5979
10/25/20,11:00,-10.6192,84.3585,2.3561,819.1954,0,204.2551
10/25/20,12:00,-10.5577,80.4993,3.2569,819.1442,0,317.6081
10/25/20,13:00,-10.8733,82.0583,3.1727,818.8186,0,240.2899
10/25/20,14:00,-11.419,81.6533,3.1944,818.668,0,192.7899
10/25/20,15:00,-12.0637,79.7817,3.4567,818.9079,0,142.6711
10/25/20,16:00,-12.4655,80.383,2.7473,819.6601,0,73.5141
10/25/20,17:00,-13.0775,85.3083,2.6544,820.058,0,10.106
10/25/20,18:00,-13.3765,87.2983,2.1064,820.3663,0,-0.7052
10/25/20,19:00,-13.4203,87.255,1.879,820.845,0,-1.0022
10/25/20,20:00,-13.5362,87.0867,2.1444,821.3076,0,-1.0107
10/25/20,21:00,-13.6943,86.9983,2.1809,821.2249,0,-1.0574
10/25/20,22:00,-13.7018,87.17,1.3973,821.5069,0,-1.2206
10/25/20,23:00,-13.8153,87.1933,1.416,821.5239,0,-1.4292
10/26/20,0:00,-13.9123,87.155,1.4038,821.1827,0,-1.5717
10/26/20,1:00,-14.1255,86.8533,1.4283,820.6628,0,-1.5779
10/26/20,2:00,-14.2008,86.7717,1.7352,820.4099,0,-1.5868
10/26/20,3:00,-14.4237,86.5467,1.6517,820.0423,0,-1.556
10/26/20,4:00,-14.497,86.465,1.4933,819.8865,0,-1.5496
10/26/20,5:00,-14.6457,86.2667,1.5647,819.843,0,-1.5394
10/26/20,6:00,-14.7148,86.2333,1.4422,819.867,0,-1.4883
10/26/20,7:00,-14.9658,85.6917,1.9356,819.7181,0,13.4048
10/26/20,8:00,-14.8027,84.8517,1.8397,820.1519,0,109.1431
10/26/20,9:00,-13.5267,82.6817,1.6681,820.5348,0,280.1913
10/26/20,10:00,-12.0338,79.0808,1.2013,820.2726,0,366.5987
10/26/20,11:00,-9.4885,70.7245,0.7518,820.1063,0.0254,545.3442
10/26/20,12:00,-9.0488,65.1208,1.0067,819.7414,0.0423,489.8083
10/26/20,13:00,-8.8096,65.6145,0.9504,818.6969,0.055,644.9009
10/26/20,14:00,-8.6047,63.6633,0.8526,818.1657,0,359.4154
10/26/20,15:00,-8.4943,62.9775,0.8225,817.8767,0,402.7016
10/26/20,16:00,-8.511,62.058,0.4589,817.8923,0,255.3932
10/26/20,17:00,-9.6813,66.7492,0.7452,817.7288,0,63.8309
10/26/20,18:00,-11.1757,74.4617,1.0228,818.0701,0,0.0069
10/26/20,19:00,-11.0697,72.7947,0.3735,818.2976,0,-1.0278
10/26/20,20:00,-11.0788,70.126,0.1862,818.4612,0,-1.066
10/26/20,21:00,-10.2113,66.2655,0.7512,818.9433,0,-1.057
10/26/20,22:00,-10.3423,68.4673,1.1766,819.2218,0,-1.0452
10/26/20,23:00,-9.5827,67.3877,1.8226,819.3268,0,-1.0314
10/27/20,0:00,-8.6273,65.2753,1.6061,818.8238,0,-1.0609
10/27/20,1:00,-7.3931,61.2595,0.7489,818.4027,0,-1.1243
10/27/20,2:00,-7.8197,64.1447,1.4409,818.4569,0,-1.105
10/27/20,3:00,-7.2899,61.915,2.1925,818.1328,0,-1.084
10/27/20,4:00,-7.3851,61.5633,2.0492,818.144,0,-1.0629
10/27/20,5:00,-6.0978,52.2417,2.3261,817.7623,0,-1.0937
10/27/20,6:00,-5.742,48.8428,2.3342,817.9115,0,-1.09
10/27/20,7:00,-5.3081,44.9918,1.9415,818.2022,0,22.3411
10/27/20,8:00,-4.1493,43.2822,1.6786,818.8505,0,181.3177
10/27/20,9:00,-1.292,39.1713,1.4585,819.1097,0,379.2122
10/27/20,10:00,1.0539,36.4525,2.218,818.2701,0,544.6617
10/27/20,11:00,4.1535,32.4122,1.3481,817.7424,0,652.3133
10/27/20,12:00,4.4243,41.7172,1.7851,817.3467,0,694.5433
10/27/20,13:00,5.2962,35.4828,1.3626,816.5976,0,672.9101
10/27/20,14:00,5.9554,24.5058,1.5781,815.9444,0,592.9018
10/27/20,15:00,6.5914,18.047,1.0649,815.5904,0,447.7463
10/27/20,16:00,6.3357,20.3948,0.8235,815.7297,0,262.949
10/27/20,17:00,3.8038,33.7862,1.7277,816.0655,0,68.6524
10/27/20,18:00,0.584,52.8305,0.5284,816.5104,0,-0.4242
10/27/20,19:00,0.2624,53.2082,0.6224,817.0996,0,-1.3822
10/27/20,20:00,0.1641,43.5478,0.9818,817.1941,0,-1.3035
10/27/20,21:00,0.3921,56.0203,2.2523,817.2015,0,-1.314
10/27/20,22:00,1.6371,53.4928,2.9634,817.4585,0,-1.263
10/27/20,23:00,1.965,48.993,2.9382,817.7008,0,-1.2611
10/28/20,0:00,1.7954,49.8628,2.8746,817.4992,0,-1.2537
10/28/20,1:00,1.2249,52.3203,2.6503,817.0549,0,-1.2242
10/28/20,2:00,0.9067,52.9097,1.6102,816.508,0,-1.2307
10/28/20,3:00,0.9958,52.7507,1.3879,816.1857,0,-1.272
10/28/20,4:00,1.3032,53.3463,3.6788,815.7853,0,-1.1777
10/28/20,5:00,2.1292,52.521,2.5498,815.5463,0,-1.2878
10/28/20,6:00,3.1275,54.9135,2.578,816.0702,0,-1.3003
10/28/20,7:00,2.8279,58.0387,2.1911,816.4364,0,19.8339
10/28/20,8:00,4.8956,54.2793,1.8348,817.3769,0,169.1794
10/28/20,9:00,6.5052,51.4632,1.5075,818.4804,0,347.7577
10/28/20,10:00,9.0483,43.4882,1.5883,818.4047,0,493.354
10/28/20,11:00,10.0327,40.8203,2.7127,818.5075,0,601.9332
10/28/20,12:00,10.1315,41.4177,3.4379,817.6335,0,649.5557
10/28/20,13:00,10.0297,41.043,4.358,817.9275,0,629.4044
10/28/20,14:00,10.8667,37.3092,2.6577,818.2406,0,548.1763
10/28/20,15:00,10.9392,35.446,1.9633,818.2898,0,412.9489
10/28/20,16:00,10.0858,38.9818,2.1584,818.7481,0,243.4711
10/28/20,17:00,7.9226,44.73,1.6967,819.1846,0,62.8474
10/28/20,18:00,5.9608,51.9372,0.9244,820.1389,0,-0.0419
10/28/20,19:00,5.2955,54.6305,2.1839,820.8915,0,-1.2902
10/28/20,20:00,4.6374,57.386,1.9368,821.3471,0,-1.2991
10/28/20,21:00,3.7486,61.3737,2.2034,821.6616,0,-1.2713
10/28/20,22:00,3.1596,62.8705,2.1298,821.8629,0,-1.2995
10/28/20,23:00,2.9165,63.2627,1.7326,821.5906,0,-1.3141
10/29/20,0:00,2.7702,63.5725,2.1477,821.6612,0,-1.2873
10/29/20,1:00,2.5612,64.1145,2.3348,821.6577,0,-1.2711
10/29/20,2:00,2.3379,64.7993,1.9957,821.114,0,-1.3124
10/29/20,3:00,2.1429,65.8942,1.8071,820.8724,0,-1.3232
10/29/20,4:00,2.2687,65.6207,1.8827,820.601,0,-1.2695
10/29/20,5:00,2.3154,65.4038,1.361,820.5847,0,-1.2661
10/29/20,6:00,2.0934,65.9912,1.89,820.4185,0,-1.2589
10/29/20,7:00,3.375,59.9563,2.038,820.1049,0,18.5241
10/29/20,8:00,6.7887,48.0083,1.3816,820.1772,0,160.7181
10/29/20,9:00,10.8015,40.3453,0.8896,820.3243,0,353.8631
10/29/20,10:00,13.399,36.007,1.2402,820.1376,0,496.2139
10/29/20,11:00,15.6627,28.2487,2.4025,819.7541,0,597.5705
10/29/20,12:00,16.9833,25.8012,1.8895,819.3886,0,642.7977
10/29/20,13:00,18.1388,22.3187,1.4475,818.724,0,625.3386
10/29/20,14:00,18.4493,21.3032,1.2837,818.4019,0,546.6487
10/29/20,15:00,18.777,21.0093,1.1465,818.4122,0,413.6489
10/29/20,16:00,19.2208,20.2775,0.3292,818.843,0,241.0395
10/29/20,17:00,17.0793,20.7103,1.3714,818.9735,0,61.2182
10/29/20,18:00,14.1967,22.3293,0.9962,819.3211,0,-0.8473
10/29/20,19:00,12.7403,24.3578,1.405,819.9721,0,-1.6622
10/29/20,20:00,10.8362,32.083,0.7805,820.5083,0,-1.6538
10/29/20,21:00,9.982,35.8928,1.306,820.8046,0,-1.5969
10/29/20,22:00,9.3543,61.0015,0.4819,821.2373,0,-1.681
10/29/20,23:00,9.0655,65.7702,0.4194,821.379,0,-1.6147
10/30/20,0:00,9.6873,32.6392,1.9776,821.319,0,-1.529
10/30/20,1:00,9.4187,29.4042,2.5178,821.2304,0,-1.4572
10/30/20,2:00,9.6397,27.3727,2.9211,821.1948,0,-1.4814
10/30/20,3:00,9.4358,27.4935,2.9382,821.1184,0,-1.481
10/30/20,4:00,9.0912,27.9383,3.3818,820.9818,0,-1.4278
10/30/20,5:00,9.4647,27.2928,3.7604,821.1595,0,-1.4465
10/30/20,6:00,9.0908,28.6402,3.8927,821.3171,0,-1.4151
10/30/20,7:00,9.2915,28.2738,2.4264,821.3771,0,17.2879
10/30/20,8:00,10.5873,26.2292,1.5271,821.5868,0,160.3087
10/30/20,9:00,13.8638,21.6833,0.5207,821.6138,0,340.2285
10/30/20,10:00,15.5812,22.4798,2.1253,820.9358,0,494.1637
10/30/20,11:00,16.354,23.1703,2.6299,819.9732,0,602.4748
10/30/20,12:00,17.1238,20.91,2.1949,819.0235,0,648.6513
10/30/20,13:00,18.3455,16.7202,1.8024,817.7317,0,630.2106
10/30/20,14:00,19.1935,14.3843,1.1403,816.8189,0,548.6124
10/30/20,15:00,19.492,13.174,1.6172,816.0871,0,414.9208
10/30/20,16:00,18.5055,14.7222,1.3943,815.7547,0,240.8313
10/30/20,17:00,16.8522,17.4468,0.5767,815.4485,0,57.81
10/30/20,18:00,13.7777,21.8125,1.2364,815.4638,0,-1.083
10/30/20,19:00,11.7655,25.7623,0.9723,815.5395,0,-1.6078
10/30/20,20:00,11.202,26.1922,1.1471,815.3684,0,-1.6174
10/30/20,21:00,10.1443,27.2937,1.4109,815.1105,0,-1.5342
10/30/20,22:00,10.4562,25.014,1.9391,814.9484,0,-1.5922
10/30/20,23:00,10.9375,23.8857,2.2802,814.7373,0,-1.6172
10/31/20,0:00,11.6142,20.9677,2.6318,814.0921,0,-1.6525
10/31/20,1:00,12.3507,18.083,0.7618,813.7385,0,-1.8087
10/31/20,2:00,12.7812,17.1663,1.9558,813.8861,0,-1.7712
10/31/20,3:00,12.9273,16.5285,1.4502,814.2287,0,-1.8156
10/31/20,4:00,10.7898,20.8838,1.1224,814.8022,0,-1.6959
10/31/20,5:00,10.3822,22.071,0.8215,815.702,0,-1.6658
10/31/20,6:00,9.3866,24.0338,1.0954,816.612,0,-1.578
10/31/20,7:00,9.6727,23.7582,1.6897,817.5811,0,15.8335
10/31/20,8:00,12.2518,21.8203,0.4815,818.5743,0,154.4209
10/31/20,9:00,14.9798,18.1277,0.8264,819.5346,0,335.6827
10/31/20,10:00,16.6765,14.4302,4.2899,819.681,0,488.8453
10/31/20,11:00,16.9123,15.3565,5.704,820.2274,0,583.287
10/31/20,12:00,15.3422,25.26,5.2848,821.365,0,629.8305
10/31/20,13:00,13.1383,35.8787,3.8049,822.2976,0,605.0859
10/31/20,14:00,12.9122,35.3815,2.8286,823.0319,0,525.3484
10/31/20,15:00,12.6783,34.5437,1.8747,823.7814,0,392.5057
10/31/20,16:00,12.1778,33.1553,1.0858,824.3232,0,222.1433
10/31/20,17:00,10.69,35.9368,0.4795,824.7535,0,50.1583
10/31/20,18:00,8.1911,42.5448,0.1408,825.3413,0,-1.0085
10/31/20,19:00,7.4734,43.8677,0.0015,826.3383,0,-1.657
10/31/20,20:00,6.2815,49.0352,0.3643,826.8293,0,-1.4935
10/31/20,21:00,6.0868,49.705,0.741,827.198,0,-1.4078
10/31/20,22:00,5.1826,52.6948,0.5061,827.399,0,-1.4197
10/31/20,23:00,4.4825,55.525,0.7717,827.3779,0,-1.3983
11/1/20,0:00,4.1467,56.5937,1.1583,826.9599,0,-1.3207
11/1/20,1:00,3.8031,55.8835,1.1686,826.7764,0,-1.3294
11/1/20,2:00,3.6265,51.3952,0.8187,826.6446,0,-1.3541
11/1/20,3:00,3.696,47.017,0.411,826.3831,0,-1.4141
11/1/20,4:00,4.5679,42.057,0.0541,825.7866,0,-1.4692
11/1/20,5:00,3.4455,46.63,0.3751,825.8914,0,-1.3837
11/1/20,6:00,3.2438,40.495,0.1564,826.2831,0,-1.4269
11/1/20,7:00,4.4426,33.529,0.6232,826.1617,0,15.0187
11/1/20,8:00,9.3012,20.8787,0.7198,826.428,0,154.9914
11/1/20,9:00,13.7663,16.8268,1.6935,826.5219,0,338.4929
11/1/20,10:00,13.3447,25.1805,1.2445,826.9509,0,489.9738
11/1/20,11:00,16.9777,17.7727,0.9457,826.8323,0,592.9718
11/1/20,12:00,19.5923,12.545,2.6238,826.4762,0,640.272
11/1/20,13:00,21.5092,7.9055,2.1807,825.9282,0,621.9113
11/1/20,14:00,21.2688,14.066,2.9253,825.6352,0,536.6973
11/1/20,15:00,17.9663,25.7223,3.1481,826.2124,0,394.8201
11/1/20,16:00,16.1502,28.8548,1.7109,826.8348,0,224.7139
11/1/20,17:00,13.8642,33.6503,1.5959,827.3624,0,48.7632
11/1/20,18:00,11.4132,38.9002,1.5509,827.9676,0,-1.0552
11/1/20,19:00,10.886,41.5013,1.4535,828.5283,0,-1.5903
11/1/20,20:00,9.9873,42.7878,1.589,828.5337,0,-1.5509
11/1/20,21:00,9.8693,37.425,1.4002,828.389,0,-1.5506
11/1/20,22:00,9.3433,36.2095,0.8942,828.4525,0,-1.5406
11/1/20,23:00,10.389,30.3922,0.6431,828.5665,0,-1.6205
11/2/20,0:00,8.8396,28.7473,1.7385,828.225,0,-1.4977
11/2/20,1:00,10.0062,25.1662,1.6282,827.8487,0,-1.5479
11/2/20,2:00,12.0722,19.5727,2.9713,827.4026,0,-1.6104
11/2/20,3:00,13.345,16.776,3.9436,826.9287,0,-1.5925
11/2/20,4:00,13.2708,16.0715,4.3827,826.6662,0,-1.5379
11/2/20,5:00,13.3195,15.2738,3.8756,826.7663,0,-1.5837
11/2/20,6:00,13.1507,14.9745,3.305,826.9636,0,-1.6227
11/2/20,7:00,12.921,14.9307,2.6836,826.9997,0,13.7329
11/2/20,8:00,14.2625,13.9083,2.2717,827.3406,0,149.272
11/2/20,9:00,17.477,11.9487,1.6305,827.5344,0,329.9508
11/2/20,10:00,19.1127,13.8697,1.6395,827.1661,0,482.1597
11/2/20,11:00,20.3418,13.29,1.9194,826.5456,0,587.6648
11/2/20,12:00,21.3873,10.9152,2.1741,825.7459,0,634.0888
11/2/20,13:00,22.4273,9.1822,2.5045,824.8142,0,618.0805
11/2/20,14:00,23.2237,8.7238,1.6466,823.9684,0,536.6837
11/2/20,15:00,23.662,8.9228,1.7643,823.5703,0,400.8878
11/2/20,16:00,23.3285,9.4077,0.8421,823.5148,0,224.4365
11/2/20,17:00,20.3738,11.7803,1.1303,823.4856,0,47.6022
11/2/20,18:00,17.2195,14.5945,1.3847,823.5011,0,-1.4806
11/2/20,19:00,15.5123,16.7457,1.4396,823.6085,0,-1.7132
11/2/20,20:00,14.8113,17.4253,1.9717,823.4782,0,-1.636
11/2/20,21:00,14.727,17.0755,2.324,823.2811,0,-1.6227
11/2/20,22:00,14.9477,16.2113,2.2357,823.0954,0,-1.6482
11/2/20,23:00,14.1503,17.4642,2.0171,822.8674,0,-1.5985
11/3/20,0:00,14.4778,17.3362,2.7575,822.3095,0,-1.6085
11/3/20,1:00,14.3487,17.9608,2.7428,821.9222,0,-1.5608
11/3/20,2:00,13.8567,18.7945,4.5053,821.5717,0,-1.5004
11/3/20,3:00,14.7085,17.7312,3.8595,821.2116,0,-1.545
11/3/20,4:00,14.6773,17.8242,3.9823,820.9748,0,-1.5649
11/3/20,5:00,14.8322,17.6415,3.5989,820.8417,0,-1.5922
11/3/20,6:00,14.1757,18.5727,3.2933,820.6184,0,-1.555
11/3/20,7:00,14.4298,18.0305,3.0317,820.5777,0,5.2752
11/3/20,8:00,15.299,16.9292,3.0955,820.7494,0,70.9414
11/3/20,9:00,17.145,15.7727,2.3686,821.0677,0,279.3228
11/3/20,10:00,21.3532,12.7678,0.6386,820.8293,0,438.0514
11/3/20,11:00,22.2838,15.8705,1.6836,820.433,0,582.8552
11/3/20,12:00,22.9077,13.8885,2.034,819.7727,0,521.1081
11/3/20,13:00,23.5693,10.9373,1.5274,818.9472,0,583.4283
11/3/20,14:00,23.1827,10.932,1.0887,818.3922,0,329.0109
